page_no,hampton_page_no,duplicate_content,line_no,char_no,revelation,char
140,70,N,20,6,77,vv
140,70,N,20,7,77,Y3
140,70,N,20,8,77,vv
140,70,N,20,9,77,d3
140,70,N,20,10,77,vv
140,70,N,20,11,77,ee
140,70,N,21,1,77,N
140,70,N,21,2,77,P2
140,70,N,21,3,77,vv
140,70,N,21,4,77,Y3
140,70,N,21,5,77,vv
140,70,N,21,6,77,qL3
140,70,N,21,7,77,vv
140,70,N,21,8,77,Y3
140,70,N,21,9,77,vv
140,70,N,21,10,77,95
140,70,N,21,11,77,ee
140,70,N,22,1,77,2
140,70,N,22,2,77,14
140,70,N,22,3,77,ee
140,70,N,22,4,77,3
140,70,N,22,5,77,vv
140,70,N,22,6,77,Y3
140,70,N,22,7,77,vv
140,70,N,22,8,77,Y3
140,70,N,22,9,77,vv
140,70,N,22,10,77,Y3
140,70,N,23,1,77,Y3
140,70,N,23,2,77,76
140,70,N,23,3,77,ee
140,70,N,23,4,77,N
140,70,N,23,5,77,P2
140,70,N,23,6,77,vv
140,70,N,23,7,77,dc
140,70,N,23,8,77,N
140,70,N,23,9,77,Y3
140,70,N,23,10,77,vv
140,70,N,23,11,77,Y3
140,70,N,23,12,77,vv
140,70,N,24,1,77,nn
140,70,N,24,2,77,ee
140,70,N,24,3,77,Y3
140,70,N,24,4,77,vv
140,70,N,24,5,77,Y3
140,70,N,24,6,77,vv
140,70,N,24,7,77,Y3
140,70,N,24,8,77,vv
140,70,N,24,9,77,qL3
140,70,N,24,10,77,vv
140,70,N,25,1,77,Y4
140,70,N,25,2,77,nn
140,70,N,25,3,77,LL
140,70,N,25,4,77,ee
140,70,N,25,5,77,Y3
140,70,N,25,6,77,vv
140,70,N,25,7,77,qL3
140,70,N,25,8,77,ee
140,70,N,25,9,77,N
140,70,N,25,10,77,Ki
140,70,N,25,11,77,Ki
140,70,N,26,1,77,F
140,70,N,26,2,77,ee
140,70,N,26,3,77,Y3
140,70,N,26,4,77,vv
140,70,N,26,5,77,qL3
140,70,N,26,6,77,96
140,70,N,26,7,77,vv
140,70,N,26,8,77,Y3
140,70,N,26,9,77,vv
140,70,N,26,10,77,Y3
141,71,N,1,1,78,ee
141,71,N,1,2,78,P
141,71,N,1,3,78,vv
141,71,N,1,4,78,nn
141,71,N,1,5,78,LL
141,71,N,1,6,78,JJ
141,71,N,1,7,78,P1
141,71,N,1,8,78,M
141,71,N,2,1,78,P
141,71,N,2,2,78,Gi
141,71,N,2,3,78,nn
141,71,N,2,4,78,dc
141,71,N,2,5,78,Ki
141,71,N,2,6,78,Ki
141,71,N,2,7,78,LL
141,71,N,2,8,78,P2
141,71,N,2,9,78,14
141,71,N,2,10,78,S
141,71,N,2,11,78,o3
141,71,N,3,1,78,ee
141,71,N,3,2,78,P1
141,71,N,3,3,78,LL
141,71,N,3,4,78,N
141,71,N,3,5,78,Y3
141,71,N,3,6,78,vv
141,71,N,3,7,78,dc
141,71,N,3,8,78,P
141,71,N,3,9,78,vv
141,71,N,3,10,78,qL3
141,71,N,3,11,78,vv
141,71,N,3,12,78,Y3
141,71,N,3,13,78,M
141,71,N,4,1,78,g
141,71,N,4,2,78,N
141,71,N,4,3,78,#J1
141,71,N,4,4,78,14
141,71,N,4,5,78,LL
141,71,N,4,6,78,2
141,71,N,4,7,78,14
141,71,N,4,8,78,2
141,71,N,4,9,78,M
141,71,N,4,10,78,Y3
141,71,N,4,11,78,vv
141,71,N,5,1,78,4L
141,71,N,5,2,78,44
141,71,N,5,3,78,LL
141,71,N,5,4,78,2
141,71,N,5,5,78,vv
141,71,N,5,6,78,2
141,71,N,5,7,78,JJ
141,71,N,5,8,78,vv
141,71,N,5,9,78,dc
141,71,N,5,10,78,N
141,71,N,6,1,78,JJ
141,71,N,6,2,78,Y4
141,71,N,6,3,78,vv
141,71,N,6,4,78,Y3
141,71,N,6,5,78,2
141,71,N,6,6,78,dc
141,71,N,6,7,78,Ki
141,71,N,6,8,78,Ki
141,71,N,6,9,78,A-
141,71,N,6,10,78,#Y3
141,71,N,6,11,78,vv
141,71,N,7,1,78,Y3
141,71,N,7,2,78,J1
141,71,N,7,3,78,GG
141,71,N,7,4,78,vv
141,71,N,7,5,78,dc
141,71,N,7,6,78,Ki
141,71,N,7,7,78,Ki
141,71,N,7,8,78,GG
141,71,N,7,9,78,JJ
141,71,N,8,1,78,Gi
141,71,N,8,2,78,Y3
141,71,N,8,3,78,GG
141,71,N,8,4,78,J1
141,71,N,8,5,78,Y3
141,71,N,8,6,78,vv
141,71,N,8,7,78,Y3
141,71,N,8,8,78,g
141,71,N,8,9,78,vv
141,71,N,8,10,78,Y3
141,71,N,8,11,78,vv
141,71,N,8,12,78,JJ
141,71,N,9,1,78,ee
141,71,N,9,2,78,Y3
141,71,N,9,3,78,J1
141,71,N,9,4,78,Ki
141,71,N,9,5,78,Ki
141,71,N,9,6,78,Y3
141,71,N,9,7,78,vv
141,71,N,9,8,78,Y3
141,71,N,9,9,78,vv
141,71,N,9,10,78,GG
141,71,N,9,11,78,vv
141,71,N,10,1,78,N
141,71,N,10,2,78,76
141,71,N,10,3,78,Y3
141,71,N,10,4,78,vv
141,71,N,10,5,78,GG
141,71,N,10,6,78,76
141,71,N,10,7,78,EE
141,71,N,10,8,78,P
141,71,N,10,9,78,M
141,71,N,10,10,78,14
141,71,N,11,1,78,dc
141,71,N,11,2,78,14
141,71,N,11,3,78,Y3
141,71,N,11,4,78,vv
141,71,N,11,5,78,GG
141,71,N,11,6,78,76
141,71,N,11,7,78,EE
141,71,N,11,8,78,Y3
141,71,N,11,9,78,vv
141,71,N,11,10,78,F
141,71,N,11,11,78,vv
141,71,N,12,1,78,F
141,71,N,12,2,78,vv
141,71,N,12,3,78,GG
141,71,N,12,4,78,Y3
141,71,N,12,5,78,vv
141,71,N,12,6,78,EE
141,71,N,12,7,78,Y3
141,71,N,12,8,78,vv
141,71,N,12,9,78,F
141,71,N,12,10,78,vv
141,71,N,13,1,78,N
141,71,N,13,2,78,GG
141,71,N,13,3,78,76
141,71,N,13,4,78,EE
141,71,N,13,5,78,2
141,71,N,13,6,78,q3
141,71,N,13,7,78,dc
141,71,N,13,8,78,Y3
141,71,N,13,9,78,M
141,71,N,13,10,78,Y3
141,71,N,13,11,78,vv
141,71,N,14,1,78,dc
141,71,N,14,2,78,Ki
141,71,N,14,3,78,Ki
141,71,N,14,4,78,Y3
141,71,N,14,5,78,vv
141,71,N,14,6,78,76
141,71,N,14,7,78,qL3
141,71,N,14,8,78,vv
141,71,N,14,9,78,N
141,71,N,14,10,78,Y3
141,71,N,14,11,78,vv
141,71,N,14,12,78,14
141,71,N,15,1,78,dc
141,71,N,15,2,78,Y3
141,71,N,15,3,78,Ki
141,71,N,15,4,78,Ki
141,71,N,15,5,78,P2
141,71,N,15,6,78,76
141,71,N,15,7,78,EE
141,71,N,15,8,78,GG
141,71,N,15,9,78,LL
141,71,N,15,10,78,Y3
141,71,N,15,11,78,14
141,71,N,16,1,78,ee
141,71,N,16,2,78,76
141,71,N,16,3,78,Ki
141,71,N,16,4,78,Ki
141,71,N,16,5,78,P2
141,71,N,16,6,78,S
141,71,N,16,7,78,q3
141,71,N,16,8,78,#uL
141,71,N,16,9,78,g
141,71,N,16,10,78,44
141,71,N,17,1,78,3
141,71,N,17,2,78,14
141,71,N,17,3,78,Y3
141,71,N,17,4,78,vv
141,71,N,17,5,78,Y3
141,71,N,17,6,78,vv
141,71,N,17,7,78,Y3
141,71,N,17,8,78,vv
141,71,N,17,9,78,ee
141,71,N,18,1,78,N
141,71,N,18,2,78,Y3
141,71,N,18,3,78,Ki
141,71,N,18,4,78,Ki
141,71,N,18,5,78,P2
141,71,N,18,6,78,vv
141,71,N,18,7,78,Ki
141,71,N,18,8,78,Ki
141,71,N,18,9,78,14
141,71,N,18,10,78,ee
141,71,N,19,1,78,Y3
141,71,N,19,2,78,76
141,71,N,19,3,78,Y3
141,71,N,19,4,78,vv
141,71,N,19,5,78,Ki
141,71,N,19,6,78,Ki
141,71,N,19,7,78,qL3
141,71,N,19,8,78,EE
141,71,N,19,9,78,Ki
141,71,N,19,10,78,Ki
141,71,N,19,11,78,P2
141,71,N,19,12,78,vv
141,71,N,20,1,78,76
141,71,N,20,2,78,J1
141,71,N,20,3,78,ee
141,71,N,20,4,78,N
141,71,N,20,5,78,Y3
141,71,N,20,6,78,LL
141,71,N,20,7,78,N
141,71,N,20,8,78,qL3
141,71,N,20,9,78,Y3
141,71,N,20,10,78,vv
141,71,N,21,1,78,GG
141,71,N,21,2,78,vv
141,71,N,21,3,78,qL3
141,71,N,21,4,78,vv
141,71,N,21,5,78,Y3
141,71,N,21,6,78,vv
141,71,N,21,7,78,Y3
141,71,N,21,8,78,vv
141,71,N,21,9,78,Y3
141,71,N,21,10,78,vv
141,71,N,22,1,78,Y3
141,71,N,22,2,78,GG
141,71,N,22,3,78,qL3
141,71,N,22,4,78,LL
141,71,N,22,5,78,N
141,71,N,22,6,78,P2
141,71,N,22,7,78,vv
141,71,N,22,8,78,Y3
141,71,N,22,9,78,vv
141,71,N,22,10,78,Y3
141,71,N,22,11,78,vv
141,71,N,23,1,78,JJ
141,71,N,23,2,78,Gi
141,71,N,23,3,78,qL3
141,71,N,23,4,78,d3
141,71,N,23,5,78,ee
141,71,N,23,6,78,P
141,71,N,23,7,78,vv
141,71,N,23,8,78,2
141,71,N,23,9,78,q3
141,71,N,24,1,78,Ki
141,71,N,24,2,78,Ki
141,71,N,24,3,78,qL3
141,71,N,24,4,78,P2
141,71,N,24,5,78,LL
141,71,N,24,6,78,76
141,71,N,24,7,78,N
141,71,N,24,8,78,Y3
141,71,N,24,9,78,vv
141,71,N,24,10,78,2
141,71,N,24,11,78,q3
141,71,N,25,1,78,Ki
141,71,N,25,2,78,Ki
141,71,N,25,3,78,P2
141,71,N,25,4,78,vv
141,71,N,25,5,78,P
141,71,N,25,6,78,vv
141,71,N,25,7,78,LL
141,71,N,25,8,78,d3
141,71,N,25,9,78,vv
141,71,N,25,10,78,2
141,71,N,25,11,78,14
142,72,N,1,1,79,P2
142,72,N,1,2,79,76
142,72,N,1,3,79,N
142,72,N,1,4,79,Gi
142,72,N,1,5,79,76
142,72,N,1,6,79,Gi
142,72,N,1,7,79,P
142,72,N,1,8,79,vv
142,72,N,1,9,79,Y3
142,72,N,1,10,79,S
142,72,N,1,11,79,vv
142,72,N,1,12,79,JJ
142,72,N,2,1,79,nn
142,72,N,2,2,79,Ki
142,72,N,2,3,79,qL3
142,72,N,2,4,79,Y3
142,72,N,2,5,79,76
142,72,N,2,6,79,N
142,72,N,2,7,79,Y3
142,72,N,2,8,79,vv
142,72,N,2,9,79,Y3
142,72,N,2,10,79,vv
142,72,N,2,11,79,JJ
142,72,N,3,1,79,Gi
142,72,N,3,2,79,Y3
142,72,N,3,3,79,vv
142,72,N,3,4,79,ee
142,72,N,3,5,79,P
142,72,N,3,6,79,M
142,72,N,3,7,79,N
142,72,N,3,8,79,M
142,72,N,3,9,79,2
142,72,N,3,10,79,o3
142,72,N,3,11,79,JJ
142,72,N,3,12,79,14
142,72,N,4,1,79,ee
142,72,N,4,2,79,P
142,72,N,4,3,79,M
142,72,N,4,4,79,dc
142,72,N,4,5,79,vv
142,72,N,4,6,79,qL3
142,72,N,4,7,79,Y3
142,72,N,4,8,79,vv
142,72,N,4,9,79,2
142,72,N,4,10,79,14
142,72,N,4,11,79,dc
142,72,N,4,12,79,Y3
142,72,N,4,13,79,vv
142,72,N,5,1,79,N
142,72,N,5,2,79,Y3
142,72,N,5,3,79,vv
142,72,N,5,4,79,Y3
142,72,N,5,5,79,vv
142,72,N,5,6,79,ee
142,72,N,5,7,79,Y3
142,72,N,5,8,79,M
142,72,N,5,9,79,S
142,72,N,5,10,79,o3
142,72,N,5,11,79,Y3
142,72,N,5,12,79,vv
142,72,N,6,1,79,P
142,72,N,6,2,79,vv
142,72,N,6,3,79,Y3
142,72,N,6,4,79,76
142,72,N,6,5,79,ee
142,72,N,6,6,79,LL
142,72,N,6,7,79,N
142,72,N,6,8,79,76
142,72,N,6,9,79,2
142,72,N,6,10,79,14
142,72,N,6,11,79,Y3
142,72,N,6,12,79,14
142,72,N,6,13,79,Ki
142,72,N,6,14,79,Ki
142,72,N,7,1,79,ee
142,72,N,7,2,79,Y3
142,72,N,7,3,79,Ki
142,72,N,7,4,79,Ki
142,72,N,7,5,79,P
142,72,N,7,6,79,vv
142,72,N,7,7,79,LL
142,72,N,7,8,79,EE
142,72,N,7,9,79,Y3
142,72,N,7,10,79,vv
142,72,N,7,11,79,LL
142,72,N,7,12,79,JJ
142,72,N,8,1,79,Ki
142,72,N,8,2,79,Ki
142,72,N,8,3,79,Y3
142,72,N,8,4,79,Gi
142,72,N,8,5,79,ee
142,72,N,8,6,79,dc
142,72,N,8,7,79,4L
142,72,N,8,8,79,Gi
142,72,N,8,9,79,JJ
142,72,N,8,10,79,Ki
142,72,N,8,11,79,Ki
142,72,N,8,12,79,JJ
142,72,N,8,13,79,GG
142,72,N,9,1,79,EE
142,72,N,9,2,79,Y3
142,72,N,9,3,79,76
142,72,N,9,4,79,ee
142,72,N,9,5,79,N
142,72,N,9,6,79,GG
142,72,N,9,7,79,44
142,72,N,9,8,79,#dc
142,72,N,9,9,79,Y3
142,72,N,9,10,79,vv
142,72,N,9,11,79,LL
142,72,N,10,1,79,Y3
142,72,N,10,2,79,Y3
142,72,N,10,3,79,GG
142,72,N,10,4,79,76
142,72,N,10,5,79,N
142,72,N,10,6,79,44
142,72,N,10,7,79,dc
142,72,N,10,8,79,Y4
142,72,N,10,9,79,14
142,72,N,10,10,79,Y3
142,72,N,10,11,79,EE
142,72,N,11,1,79,dc
142,72,N,11,2,79,Y3
142,72,N,11,3,79,GG
142,72,N,11,4,79,76
142,72,N,11,5,79,ee
142,72,N,11,6,79,76
142,72,N,11,7,79,2
142,72,N,11,8,79,q3
142,72,N,11,9,79,vv
142,72,N,11,10,79,qL3
142,72,N,11,11,79,vv
142,72,N,12,1,79,76
142,72,N,12,2,79,N
142,72,N,12,3,79,dc
142,72,N,12,4,79,GG
142,72,N,12,5,79,Gi
142,72,N,12,6,79,Ki
142,72,N,12,7,79,P2
142,72,N,12,8,79,qL3
142,72,N,12,9,79,Y3
142,72,N,12,10,79,q3
142,72,N,12,11,79,Y3
142,72,N,12,12,79,vv
142,72,N,13,1,79,76
142,72,N,13,2,79,Y3
142,72,N,13,3,79,Y3
142,72,N,13,4,79,2
142,72,N,13,5,79,14
142,72,N,13,6,79,2
142,72,N,13,7,79,14
142,72,N,13,8,79,A
142,72,N,13,9,79,44
142,72,N,13,10,79,JJ
142,72,N,13,11,79,dc
142,72,N,13,12,79,14
142,72,N,14,1,79,dc
142,72,N,14,2,79,GG
142,72,N,14,3,79,Y3
142,72,N,14,4,79,vv
142,72,N,14,5,79,S
142,72,N,14,6,79,vv
142,72,N,14,7,79,JJ
142,72,N,14,8,79,vv
142,72,N,14,9,79,GG
142,72,N,14,10,79,2
142,72,N,14,11,79,vv
142,72,N,15,1,79,Y4
142,72,N,15,2,79,76
142,72,N,15,3,79,Y3
142,72,N,15,4,79,N
142,72,N,15,5,79,2
142,72,N,15,6,79,14
142,72,N,15,7,79,JJ
142,72,N,15,8,79,vv
142,72,N,15,9,79,2
142,72,N,15,10,79,14
142,72,N,15,11,79,JJ
142,72,N,15,12,79,dc
142,72,N,16,1,79,N
142,72,N,16,2,79,Ki
142,72,N,16,3,79,Ki
142,72,N,16,4,79,P2
142,72,N,16,5,79,vv
142,72,N,16,6,79,Y3
142,72,N,16,7,79,vv
142,72,N,16,8,79,2
142,72,N,16,9,79,14
142,72,N,16,10,79,Gi
142,72,N,17,1,79,ee
142,72,N,17,2,79,Y3
142,72,N,17,3,79,76
142,72,N,17,4,79,P2
142,72,N,17,5,79,vv
142,72,N,17,6,79,Y3
142,72,N,17,7,79,vv
142,72,N,17,8,79,2
142,72,N,17,9,79,14
142,72,N,17,10,79,dc
142,72,N,17,11,79,GG
142,72,N,18,1,79,95
142,72,N,18,2,79,vv
142,72,N,18,3,79,A-
142,72,N,18,4,79,Y3
142,72,N,18,5,79,vv
142,72,N,18,6,79,Y3
142,72,N,18,7,79,vv
142,72,N,18,8,79,2
142,72,N,18,9,79,vv
142,72,N,18,10,79,Y3
142,72,N,18,11,79,vv
142,72,N,19,1,79,F
142,72,N,19,2,79,LL
142,72,N,19,3,79,dc
142,72,N,19,4,79,vv
142,72,N,19,5,79,2
142,72,N,19,6,79,14
142,72,N,19,7,79,dc
142,72,N,19,8,79,GG
142,72,N,19,9,79,vv
142,72,N,20,1,79,N
142,72,N,20,2,79,J1
142,72,N,20,3,79,Y4
142,72,N,20,4,79,P2
142,72,N,20,5,79,qL3
142,72,N,20,6,79,vv
142,72,N,20,7,79,Y3
142,72,N,20,8,79,14
142,72,N,20,9,79,GG
142,72,N,20,10,79,Y3
142,72,N,20,11,79,vv
142,72,N,21,1,79,EE
142,72,N,21,2,79,N
142,72,N,21,3,79,Y3
142,72,N,21,4,79,qL3
142,72,N,21,5,79,Y3
142,72,N,21,6,79,2
142,72,N,21,7,79,14
142,72,N,21,8,79,P
142,72,N,21,9,79,4L
142,72,N,21,10,79,F
142,72,N,21,11,79,vv
142,72,N,22,1,79,N
142,72,N,22,2,79,LL
142,72,N,22,3,79,N
142,72,N,22,4,79,dc
142,72,N,22,5,79,GG
142,72,N,22,6,79,vv
142,72,N,22,7,79,P
142,72,N,22,8,79,vv
142,72,N,22,9,79,qL3
142,72,N,22,10,79,vv
142,72,N,23,1,79,GG
142,72,N,23,2,79,dc
142,72,N,23,3,79,GG
142,72,N,23,4,79,14
142,72,N,23,5,79,Y3
142,72,N,23,6,79,vv
142,72,N,23,7,79,qL3
142,72,N,23,8,79,vv
142,72,N,23,9,79,GG
142,72,N,24,1,79,dc
142,72,N,24,2,79,Y3
142,72,N,24,3,79,vv
142,72,N,24,4,79,Y3
142,72,N,24,5,79,vv
142,72,N,24,6,79,dc
142,72,N,24,7,79,Gi
142,72,N,24,8,79,qL3
142,72,N,24,9,79,14
142,72,N,24,10,79,dc
142,72,N,24,11,79,GG
142,72,N,25,1,79,2
142,72,N,25,2,79,14
142,72,N,25,3,79,96
142,72,N,25,4,79,Y3
142,72,N,25,5,79,JJ
142,72,N,25,6,79,d3
142,72,N,25,7,79,14
142,72,N,25,8,79,qL3
142,72,N,25,9,79,vv
142,72,N,25,10,79,GG
143,73,N,1,1,80,nn
143,73,N,1,2,80,P
143,73,N,1,3,80,M
143,73,N,1,4,80,F
143,73,N,1,5,80,vv
143,73,N,1,6,80,Y3
143,73,N,1,7,80,vv
143,73,N,1,8,80,Y3
143,73,N,1,9,80,F
143,73,N,1,10,80,vv
143,73,N,1,11,80,Y3
143,73,N,1,12,80,vv
143,73,N,2,1,80,Y3
143,73,N,2,2,80,vv
143,73,N,2,3,80,Y3
143,73,N,2,4,80,vv
143,73,N,2,5,80,qL3
143,73,N,2,6,80,P
143,73,N,2,7,80,vv
143,73,N,2,8,80,LL
143,73,N,2,9,80,Y3
143,73,N,2,10,80,vv
143,73,N,2,11,80,ee
143,73,N,2,12,80,vv
143,73,N,2,13,80,LL
143,73,N,3,1,80,GG
143,73,N,3,2,80,76
143,73,N,3,3,80,N
143,73,N,3,4,80,N
143,73,N,3,5,80,P
143,73,N,3,6,80,vv
143,73,N,3,7,80,Y3
143,73,N,3,8,80,GG
143,73,N,3,9,80,ee
143,73,N,3,10,80,Y3
143,73,N,3,11,80,LL
143,73,N,3,12,80,Y3
143,73,N,3,13,80,vv
143,73,N,4,1,80,Ki
143,73,N,4,2,80,Ki
143,73,N,4,3,80,Y3
143,73,N,4,4,80,76
143,73,N,4,5,80,P
143,73,N,4,6,80,vv
143,73,N,4,7,80,qL3
143,73,N,4,8,80,44
143,73,N,4,9,80,Y3
143,73,N,4,10,80,vv
143,73,N,4,11,80,GG
143,73,N,4,12,80,Y3
143,73,N,4,13,80,vv
143,73,N,5,1,80,dc
143,73,N,5,2,80,ee
143,73,N,5,3,80,Gi
143,73,N,5,4,80,P
143,73,N,5,5,80,vv
143,73,N,5,6,80,F
143,73,N,5,7,80,vv
143,73,N,5,8,80,Y3
143,73,N,5,9,80,vv
143,73,N,5,10,80,JJ
143,73,N,5,11,80,dc
143,73,N,5,12,80,GG
143,73,N,5,13,80,JJ
143,73,N,6,1,80,N
143,73,N,6,2,80,Ki
143,73,N,6,3,80,Ki
143,73,N,6,4,80,N
143,73,N,6,5,80,F
143,73,N,6,6,80,vv
143,73,N,6,7,80,qL3
143,73,N,6,8,80,vv
143,73,N,6,9,80,Y3
143,73,N,6,10,80,vv
143,73,N,6,11,80,Y3
143,73,N,6,12,80,vv
143,73,N,6,13,80,JJ
143,73,N,7,1,80,Gi
143,73,N,7,2,80,Y3
143,73,N,7,3,80,76
143,73,N,7,4,80,F
143,73,N,7,5,80,vv
143,73,N,7,6,80,ee
143,73,N,7,7,80,N
143,73,N,7,8,80,vv
143,73,N,7,9,80,Y3
143,73,N,7,10,80,vv
143,73,N,7,11,80,Y3
143,73,N,7,12,80,vv
143,73,N,8,1,80,Y3
143,73,N,8,2,80,vv
143,73,N,8,3,80,F
143,73,N,8,4,80,Y3
143,73,N,8,5,80,vv
143,73,N,8,6,80,qL3
143,73,N,8,7,80,Y3
143,73,N,8,8,80,vv
143,73,N,8,9,80,Y3
143,73,N,8,10,80,vv
143,73,N,8,11,80,GG
143,73,N,9,1,80,dc
143,73,N,9,2,80,GG
143,73,N,9,3,80,Y4
143,73,N,9,4,80,qL3
143,73,N,9,5,80,76
143,73,N,9,6,80,d3
143,73,N,9,7,80,vv
143,73,N,9,8,80,d3
143,73,N,9,9,80,vv
143,73,N,9,10,80,Y3
143,73,N,9,11,80,vv
143,73,N,10,1,80,P
143,73,N,10,2,80,vv
143,73,N,10,3,80,qL3
143,73,N,10,4,80,dc
143,73,N,10,5,80,LL
143,73,N,10,6,80,Y3
143,73,N,10,7,80,vv
143,73,N,10,8,80,Y3
143,73,N,10,9,80,Y3
143,73,N,10,10,80,GG
143,73,N,10,11,80,vv
143,73,N,11,1,80,nn
143,73,N,11,2,80,N
143,73,N,11,3,80,LL
143,73,N,11,4,80,JJ
143,73,N,11,5,80,Y4
143,73,N,11,6,80,d3
143,73,N,11,7,80,44
143,73,N,11,8,80,Y3
143,73,N,11,9,80,vv
143,73,N,12,1,80,Y4
143,73,N,12,2,80,76
143,73,N,12,3,80,nn
143,73,N,12,4,80,N
143,73,N,12,5,80,Y3
143,73,N,12,6,80,d3
143,73,N,12,7,80,vv
143,73,N,12,8,80,76
143,73,N,12,9,80,Y3
143,73,N,12,10,80,vv
143,73,N,12,11,80,GG
143,73,N,13,1,80,dc
143,73,N,13,2,80,Y3
143,73,N,13,3,80,ee
143,73,N,13,4,80,N
143,73,N,13,5,80,P2
143,73,N,13,6,80,vv
143,73,N,13,7,80,Y4
143,73,N,13,8,80,76
143,73,N,13,9,80,Ki
143,73,N,13,10,80,Ki
143,73,N,13,11,80,P2
143,73,N,13,12,80,F
143,73,N,13,13,80,#M
143,73,N,14,1,80,dc
143,73,N,14,2,80,d3
143,73,N,14,3,80,44
143,73,N,14,4,80,dc
143,73,N,14,5,80,76
143,73,N,14,6,80,P2
143,73,N,14,7,80,LL
143,73,N,14,8,80,N
143,73,N,14,9,80,vv
143,73,N,14,10,80,N
143,73,N,14,11,80,LL
143,73,N,15,1,80,Y3
143,73,N,15,2,80,d3
143,73,N,15,3,80,Y3
143,73,N,15,4,80,A
143,73,N,15,5,80,A-
143,73,N,15,6,80,76
143,73,N,15,7,80,GG
143,73,N,15,8,80,3
143,73,N,15,9,80,vv
143,73,N,15,10,80,N
143,73,N,15,11,80,GG
143,73,N,16,1,80,4L
143,73,N,16,2,80,dc
143,73,N,16,3,80,14
143,73,N,16,4,80,3
143,73,N,16,5,80,vv
143,73,N,16,6,80,2
143,73,N,16,7,80,14
143,73,N,16,8,80,2
143,73,N,16,9,80,vv
143,73,N,16,10,80,2
143,73,N,16,11,80,q3
143,73,N,17,1,80,4L
143,73,N,17,2,80,P
143,73,N,17,3,80,vv
143,73,N,17,4,80,Y3
143,73,N,17,5,80,76
143,73,N,17,6,80,Y3
143,73,N,17,7,80,M
143,73,N,17,8,80,GG
143,73,N,17,9,80,2
143,73,N,17,10,80,14
143,73,N,17,11,80,Ki
143,73,N,17,12,80,Ki
143,73,N,17,13,80,LL
143,73,N,18,1,80,nn
143,73,N,18,2,80,g
143,73,N,18,3,80,Gi
143,73,N,18,4,80,GG
143,73,N,18,5,80,EE
143,73,N,18,6,80,N
143,73,N,18,7,80,S
143,73,N,18,8,80,q3
143,73,N,18,9,80,qL3
143,73,N,18,10,80,76
143,73,N,19,1,80,g
143,73,N,19,2,80,vv
143,73,N,19,3,80,76
143,73,N,19,4,80,Y3
143,73,N,19,5,80,3
143,73,N,19,6,80,dc
143,73,N,19,7,80,GG
143,73,N,19,8,80,2
143,73,N,19,9,80,14
143,73,N,19,10,80,2
143,73,N,19,11,80,q3
143,73,N,20,1,80,dc
143,73,N,20,2,80,Y3
143,73,N,20,3,80,14
143,73,N,20,4,80,3
143,73,N,20,5,80,Y3
143,73,N,20,6,80,nn
143,73,N,20,7,80,14
143,73,N,20,8,80,2
143,73,N,20,9,80,q3
143,73,N,21,1,80,Y4
143,73,N,21,2,80,76
143,73,N,21,3,80,2
143,73,N,21,4,80,14
143,73,N,21,5,80,Gi
143,73,N,21,6,80,vv
143,73,N,21,7,80,Y3
143,73,N,21,8,80,vv
143,73,N,21,9,80,Y3
143,73,N,21,10,80,vv
143,73,N,21,11,80,GG
143,73,N,22,1,80,3
143,73,N,22,2,80,Gi
143,73,N,22,3,80,vv
143,73,N,22,4,80,Y3
143,73,N,22,5,80,vv
143,73,N,22,6,80,4L
143,73,N,22,7,80,P
143,73,N,22,8,80,vv
143,73,N,22,9,80,GG
143,73,N,22,10,80,Y3
143,73,N,22,11,80,14
143,73,N,23,1,80,Gi
143,73,N,23,2,80,Y3
143,73,N,23,3,80,2
143,73,N,23,4,80,Y3
143,73,N,23,5,80,14
143,73,N,23,6,80,P
143,73,N,23,7,80,vv
143,73,N,23,8,80,Y3
143,73,N,23,9,80,GG
143,73,N,23,10,80,Y3
143,73,N,23,11,80,dc
143,73,N,23,12,80,Y3
143,73,N,23,13,80,14
143,73,N,24,1,80,96
143,73,N,24,2,80,P
143,73,N,24,3,80,3
143,73,N,24,4,80,GG
143,73,N,24,5,80,2
143,73,N,24,6,80,14
143,73,N,24,7,80,2
143,73,N,24,8,80,JJ
143,73,N,24,9,80,14
143,73,N,25,1,80,Y3
143,73,N,25,2,80,d3
143,73,N,25,3,80,dc
143,73,N,25,4,80,GG
143,73,N,25,5,80,T
143,73,N,25,6,80,F
143,73,N,25,7,80,LL
143,73,N,25,8,80,JJ
143,73,N,25,9,80,96
143,73,N,25,10,80,14
144,74,N,1,1,81,Gi
144,74,N,1,2,81,P
144,74,N,1,3,81,vv
144,74,N,1,4,81,Y3
144,74,N,1,5,81,76
144,74,N,1,6,81,Y3
144,74,N,1,7,81,vv
144,74,N,1,8,81,F
144,74,N,1,9,81,Y3
144,74,N,1,10,81,vv
144,74,N,1,11,81,EE
144,74,N,2,1,81,N
144,74,N,2,2,81,LL
144,74,N,2,3,81,nn
144,74,N,2,4,81,g
144,74,N,2,5,81,Gi
144,74,N,2,6,81,F
144,74,N,2,7,81,vv
144,74,N,2,8,81,Y3
144,74,N,2,9,81,vv
144,74,N,2,10,81,Y3
144,74,N,2,11,81,14
144,74,N,3,1,81,P
144,74,N,3,2,81,vv
144,74,N,3,3,81,Y3
144,74,N,3,4,81,nn
144,74,N,3,5,81,3
