page_no,hampton_page_no,duplicate_content,line_no,char_no,revelation,char
64,1,N,1,1,1,Ki
64,1,N,1,2,1,P
64,1,N,1,3,1,vv
64,1,N,1,4,1,Ki
64,1,N,1,5,1,dc
64,1,N,1,6,1,GG
64,1,N,1,7,1,M
64,1,N,1,8,1,g
64,1,N,1,9,1,*
64,1,N,1,10,1,qL4
64,1,N,1,11,1,14
64,1,N,1,12,1,GG
64,1,N,1,13,1,vv
64,1,N,2,1,1,g
64,1,N,2,2,1,2
64,1,N,2,3,1,o3
64,1,N,2,4,1,Ki
64,1,N,2,5,1,qL3
64,1,N,2,6,1,M
64,1,N,2,7,1,g
64,1,N,2,8,1,*
64,1,N,2,9,1,J1
64,1,N,2,10,1,N
64,1,N,2,11,1,S
64,1,N,2,12,1,q3
64,1,N,3,1,1,44
64,1,N,3,2,1,vv
64,1,N,3,3,1,g
64,1,N,3,4,1,vv
64,1,N,3,5,1,qL3
64,1,N,3,6,1,M
64,1,N,3,7,1,M
64,1,N,3,8,1,Y3
64,1,N,3,9,1,Y3
64,1,N,3,10,1,vv
64,1,N,3,11,1,JJ
64,1,N,4,1,1,g7
64,1,N,4,2,1,Y3
64,1,N,4,3,1,76
64,1,N,4,4,1,#g
64,1,N,4,5,1,M
64,1,N,4,6,1,T
64,1,N,4,7,1,qL0
64,1,N,4,8,1,M
64,1,N,4,9,1,96
64,1,N,4,10,1,*
64,1,N,4,11,1,14
64,1,N,4,12,1,LL
64,1,N,5,1,1,g7
64,1,N,5,2,1,*
64,1,N,5,3,1,vv
64,1,N,5,4,1,g
64,1,N,5,5,1,GG
64,1,N,5,6,1,M
64,1,N,5,7,1,*
64,1,N,5,8,1,Y4
64,1,N,5,9,1,GG
64,1,N,5,10,1,vv
64,1,N,5,11,1,Y3
64,1,N,6,1,1,Ki
64,1,N,6,2,1,P
64,1,N,6,3,1,vv
64,1,N,6,4,1,g
64,1,N,6,5,1,GG
64,1,N,6,6,1,M
64,1,N,6,7,1,*
64,1,N,6,8,1,qL
64,1,N,6,9,1,vv
64,1,N,6,10,1,qL3
64,1,N,6,11,1,14
64,1,N,7,1,1,dc
64,1,N,7,2,1,GG
64,1,N,7,3,1,vv
64,1,N,7,4,1,*
64,1,N,7,5,1,*
64,1,N,7,6,1,*
64,1,N,7,7,1,uL
64,1,N,7,8,1,Y4
64,1,N,7,9,1,q3
64,1,N,7,10,1,LL
64,1,N,7,11,1,Y3
64,1,N,8,1,1,E
64,1,N,8,2,1,GG
64,1,N,8,3,1,vv
64,1,N,8,4,1,g
64,1,N,8,5,1,d2
64,1,N,8,6,1,vv
64,1,N,8,7,1,Ki
64,1,N,8,8,1,vv
64,1,N,8,9,1,Ki
64,1,N,8,10,1,Y3
64,1,N,8,11,1,q3
64,1,N,8,12,1,GG
64,1,N,9,1,1,g
64,1,N,9,2,1,GG
64,1,N,9,3,1,vv
64,1,N,9,4,1,E
64,1,N,9,5,1,2
64,1,N,9,6,1,o3
64,1,N,9,7,1,#J
64,1,N,9,8,1,96
64,1,N,9,9,1,LL
64,1,N,9,10,1,d3
64,1,N,9,11,1,vv
64,1,N,10,1,1,S
64,1,N,10,2,1,o3
64,1,N,10,3,1,vv
64,1,N,10,4,1,g
64,1,N,10,5,1,M
64,1,N,10,6,1,*
64,1,N,10,7,1,Ki
64,1,N,10,8,1,Ki
64,1,N,10,9,1,Ki
64,1,N,10,10,1,Ki
64,1,N,10,11,1,M
64,1,N,11,1,1,T
64,1,N,11,2,1,qL2
64,1,N,11,3,1,Ki
64,1,N,11,4,1,96
64,1,N,11,5,1,P
64,1,N,11,6,1,vv
64,1,N,11,7,1,Y4
64,1,N,11,8,1,T
64,1,N,11,9,1,4
64,1,N,11,10,1,96
64,1,N,11,11,1,14
64,1,N,11,12,1,*
64,1,N,11,13,1,vv
64,1,N,12,1,1,qL3
64,1,N,12,2,1,P2
64,1,N,12,3,1,vv
64,1,N,12,4,1,qL3
64,1,N,12,5,1,vv
64,1,N,12,6,1,g
64,1,N,12,7,1,vv
64,1,N,12,8,1,*
64,1,N,12,9,1,M
64,1,N,12,10,1,Y4
64,1,N,12,11,1,vv
64,1,N,12,12,1,JJ
64,1,N,12,13,1,vv
64,1,N,13,1,1,95
64,1,N,13,2,1,Ki
64,1,N,13,3,1,P
64,1,N,13,4,1,vv
64,1,N,13,5,1,Ki
64,1,N,13,6,1,EE
64,1,N,13,7,1,#P2
64,1,N,13,8,1,vv
64,1,N,13,9,1,44
64,1,N,13,10,1,Y3
64,1,N,13,11,1,P2
64,1,N,13,12,1,qL3
64,1,N,13,13,1,Y3
64,1,N,14,1,1,#4L
64,1,N,14,2,1,GG
64,1,N,14,3,1,vv
64,1,N,14,4,1,J1
64,1,N,14,5,1,M
64,1,N,14,6,1,T
64,1,N,14,7,1,*
64,1,N,14,8,1,vv
64,1,N,14,9,1,Ki
64,1,N,14,10,1,Ki
64,1,N,14,11,1,P2
64,1,N,14,12,1,LL
64,1,N,14,13,1,JJ
64,1,N,15,1,1,qL2
64,1,N,15,2,1,44
64,1,N,15,3,1,#dc
64,1,N,15,4,1,*
64,1,N,15,5,1,vv
64,1,N,15,6,1,Y3
64,1,N,15,7,1,vv
64,1,N,15,8,1,Y3
64,1,N,15,9,1,4
64,1,N,15,10,1,GG
64,1,N,15,11,1,14
64,1,N,15,12,1,qL3
64,1,N,15,13,1,vv
64,1,N,16,1,1,[St_James]
64,1,N,16,2,1,#dc
64,1,N,16,3,1,vv
64,1,N,16,4,1,Ki
64,1,N,16,5,1,M
64,1,N,16,6,1,P2
64,1,N,16,7,1,96
64,1,N,16,8,1,P
64,1,N,16,9,1,LL
64,1,N,16,10,1,qL4
64,1,N,16,11,1,N
64,1,N,17,1,1,96
64,1,N,17,2,1,P
64,1,N,17,3,1,14
64,1,N,17,4,1,vv
64,1,N,17,5,1,g
64,1,N,17,6,1,44
64,1,N,17,7,1,M
64,1,N,17,8,1,EE
64,1,N,17,9,1,GG
64,1,N,17,10,1,LL
64,1,N,17,11,1,Y3
64,1,N,17,12,1,14
64,1,N,18,1,1,4L
64,1,N,18,2,1,2
64,1,N,18,3,1,o3
64,1,N,18,4,1,95
64,1,N,18,5,1,*
64,1,N,18,6,1,g
64,1,N,18,7,1,M
64,1,N,18,8,1,JJ
64,1,N,18,9,1,P2
64,1,N,18,10,1,LL
64,1,N,18,11,1,GG
64,1,N,19,1,1,*
64,1,N,19,2,1,vv
64,1,N,19,3,1,14
64,1,N,19,4,1,2
64,1,N,19,5,1,o3
64,1,N,19,6,1,d3
64,1,N,19,7,1,d3
64,1,N,19,8,1,3
64,1,N,19,9,1,P
64,1,N,19,10,1,vv
64,1,N,19,11,1,qL3
64,1,N,19,12,1,M
64,1,N,20,1,1,S
64,1,N,20,2,1,o3
64,1,N,20,3,1,qL3
64,1,N,20,4,1,vv
64,1,N,20,5,1,Ki
64,1,N,20,6,1,M
64,1,N,20,7,1,96
64,1,N,20,8,1,P
64,1,N,20,9,1,P
64,1,N,20,10,1,LL
64,1,N,20,11,1,14
64,1,N,20,12,1,Y4
64,1,N,21,1,1,96
64,1,N,21,2,1,P
64,1,N,21,3,1,vv
64,1,N,21,4,1,qL3
64,1,N,21,5,1,vv
64,1,N,21,6,1,4L
64,1,N,21,7,1,Ki
64,1,N,21,8,1,Ki
64,1,N,21,9,1,44
64,1,N,21,10,1,Y3
64,1,N,21,11,1,LL
64,1,N,21,12,1,d3
64,1,N,22,1,1,A-
64,1,N,22,2,1,A-
64,1,N,22,3,1,96
64,1,N,22,4,1,P
64,1,N,22,5,1,M
64,1,N,22,6,1,2
64,1,N,22,7,1,o3
64,1,N,22,8,1,Ki
64,1,N,22,9,1,Ki
64,1,N,22,10,1,76
64,1,N,22,11,1,N
64,1,N,22,12,1,P
64,1,N,22,13,1,LL
64,1,N,23,1,1,GG
64,1,N,23,2,1,vv
64,1,N,23,3,1,dc
64,1,N,23,4,1,M
64,1,N,23,5,1,S
64,1,N,23,6,1,o3
64,1,N,23,7,1,A
64,1,N,23,8,1,A-
64,1,N,23,9,1,*
64,1,N,23,10,1,14
64,1,N,23,11,1,d3
64,1,N,24,1,1,4L
64,1,N,24,2,1,Ki
64,1,N,24,3,1,Ki
64,1,N,24,4,1,EE
64,1,N,24,5,1,44
64,1,N,24,6,1,vv
64,1,N,24,7,1,dc
64,1,N,24,8,1,GG
64,1,N,24,9,1,Ki
64,1,N,24,10,1,Ki
64,1,N,24,11,1,76
64,1,N,24,12,1,ee
64,1,N,24,13,1,vv
64,1,N,24,14,1,qL3
64,1,N,25,1,1,Y3
64,1,N,25,2,1,qL3
64,1,N,25,3,1,14
64,1,N,25,4,1,Y3
64,1,N,25,5,1,4
64,1,N,25,6,1,Y3
64,1,N,25,7,1,JJ
64,1,N,25,8,1,Ki
64,1,N,25,9,1,4
64,1,N,25,10,1,Y3
64,1,N,25,11,1,vv
65,2,N,1,1,2,96
65,2,N,1,2,2,M
65,2,N,1,3,2,d3
65,2,N,1,4,2,PL
65,2,N,1,5,2,Ki
65,2,N,1,6,2,2
65,2,N,1,7,2,o3
65,2,N,1,8,2,T
65,2,N,1,9,2,M
65,2,N,1,10,2,P2
65,2,N,1,11,2,14
65,2,N,1,12,2,Y3
65,2,N,1,13,2,14
65,2,N,2,1,2,Gi
65,2,N,2,2,2,Gi
65,2,N,2,3,2,Ki
65,2,N,2,4,2,Ki
65,2,N,2,5,2,M
65,2,N,2,6,2,PL
65,2,N,2,7,2,95
65,2,N,2,8,2,vv
65,2,N,2,9,2,96
65,2,N,2,10,2,P
65,2,N,2,11,2,P2
65,2,N,2,12,2,14
65,2,N,2,13,2,qL3
65,2,N,2,14,2,14
65,2,N,3,1,2,Ki
65,2,N,3,2,2,Ki
65,2,N,3,3,2,PL
65,2,N,3,4,2,#N
65,2,N,3,5,2,vv
65,2,N,3,6,2,95
65,2,N,3,7,2,96
65,2,N,3,8,2,P
65,2,N,3,9,2,vv
65,2,N,3,10,2,Ki
65,2,N,3,11,2,Y4
65,2,N,3,12,2,LL
65,2,N,3,13,2,GG
65,2,N,4,1,2,LL
65,2,N,4,2,2,ee
65,2,N,4,3,2,vv
65,2,N,4,4,2,95
65,2,N,4,5,2,96
65,2,N,4,6,2,P
65,2,N,4,7,2,vv
65,2,N,4,8,2,g
65,2,N,4,9,2,96
65,2,N,4,10,2,P
65,2,N,4,11,2,96
65,2,N,4,12,2,14
65,2,N,4,13,2,GG
65,2,N,5,1,2,2
65,2,N,5,2,2,o3
65,2,N,5,3,2,Ki
65,2,N,5,4,2,Ki
65,2,N,5,5,2,Ki
65,2,N,5,6,2,vv
65,2,N,5,7,2,g
65,2,N,5,8,2,g
65,2,N,5,9,2,96
65,2,N,5,10,2,P
65,2,N,5,11,2,Y4
65,2,N,5,12,2,14
65,2,N,5,13,2,3
65,2,N,5,14,2,Y3
65,2,N,5,15,2,vv
65,2,N,6,1,2,LL
65,2,N,6,2,2,2
65,2,N,6,3,2,o3
65,2,N,6,4,2,uL
65,2,N,6,5,2,o3
65,2,N,6,6,2,Y3
65,2,N,6,7,2,vv
65,2,N,6,8,2,Y4
65,2,N,6,9,2,76
65,2,N,6,10,2,14
65,2,N,6,11,2,JJ
65,2,N,6,12,2,vv
65,2,N,7,1,2,Ki
65,2,N,7,2,2,Ki
65,2,N,7,3,2,vv
65,2,N,7,4,2,LL
65,2,N,7,5,2,qL3
65,2,N,7,6,2,Ki
65,2,N,7,7,2,vv
65,2,N,7,8,2,g
65,2,N,7,9,2,Y3
65,2,N,7,10,2,GG
65,2,N,7,11,2,LL
65,2,N,7,12,2,N
65,2,N,8,1,2,Ki
65,2,N,8,2,2,A-
65,2,N,8,3,2,A-
65,2,N,8,4,2,Y3
65,2,N,8,5,2,vv
65,2,N,8,6,2,g
65,2,N,8,7,2,vv
65,2,N,8,8,2,96
65,2,N,8,9,2,P
65,2,N,8,10,2,N
65,2,N,8,11,2,P2
65,2,N,8,12,2,vv
65,2,N,8,13,2,GG
65,2,N,9,1,2,Gi
65,2,N,9,2,2,*
65,2,N,9,3,2,Ki
65,2,N,9,4,2,2
65,2,N,9,5,2,o3
65,2,N,9,6,2,4L
65,2,N,9,7,2,4L
65,2,N,9,8,2,vv
65,2,N,9,9,2,S
65,2,N,9,10,2,#Y3
65,2,N,9,11,2,14
65,2,N,9,12,2,P2
65,2,N,9,13,2,vv
65,2,N,10,1,2,A-
65,2,N,10,2,2,LL
65,2,N,10,3,2,14
65,2,N,10,4,2,vv
65,2,N,10,5,2,4L
65,2,N,10,6,2,vv
65,2,N,10,7,2,Y4
65,2,N,10,8,2,14
65,2,N,10,9,2,76
65,2,N,10,10,2,P2
65,2,N,10,11,2,vv
65,2,N,11,1,2,96
65,2,N,11,2,2,P
65,2,N,11,3,2,vv
65,2,N,11,4,2,EE
65,2,N,11,5,2,vv
65,2,N,11,6,2,Ki
65,2,N,11,7,2,qL3
65,2,N,11,8,2,Y3
65,2,N,11,9,2,GG
65,2,N,11,10,2,vv
65,2,N,12,1,2,4L
65,2,N,12,2,2,*
65,2,N,12,3,2,I
65,2,N,12,4,2,vv
65,2,N,12,5,2,ee
65,2,N,12,6,2,14
65,2,N,12,7,2,Gi
65,2,N,12,8,2,GG
65,2,N,12,9,2,P2
65,2,N,12,10,2,vv
65,2,N,12,11,2,Y3
65,2,N,13,1,2,96
65,2,N,13,2,2,P
65,2,N,13,3,2,M
65,2,N,13,4,2,S
65,2,N,13,5,2,o3
65,2,N,13,6,2,Ki
65,2,N,13,7,2,Ki
65,2,N,13,8,2,P2
65,2,N,13,9,2,LL
65,2,N,14,1,2,*
65,2,N,14,2,2,vv
65,2,N,14,3,2,dc
65,2,N,14,4,2,vv
65,2,N,14,5,2,2
65,2,N,14,6,2,o3
65,2,N,14,7,2,#g
65,2,N,14,8,2,Y4
65,2,N,14,9,2,14
65,2,N,14,10,2,dc
65,2,N,15,1,2,g7
65,2,N,15,2,2,vv
65,2,N,15,3,2,4L
65,2,N,15,4,2,P2
65,2,N,15,5,2,vv
65,2,N,15,6,2,g
65,2,N,15,7,2,#76
65,2,N,15,8,2,P
65,2,N,15,9,2,S
65,2,N,15,10,2,14
65,2,N,15,11,2,P4
65,2,N,15,12,2,GG
65,2,N,16,1,2,2
65,2,N,16,2,2,o3
65,2,N,16,3,2,Ki
65,2,N,16,4,2,vv
65,2,N,16,5,2,T
65,2,N,16,6,2,o3
65,2,N,16,7,2,S
65,2,N,16,8,2,vv
65,2,N,16,9,2,3
65,2,N,16,10,2,Y3
65,2,N,16,11,2,vv
65,2,N,17,1,2,Gi
65,2,N,17,2,2,44
65,2,N,17,3,2,vv
65,2,N,17,4,2,PL
65,2,N,17,5,2,PL
65,2,N,17,6,2,vv
65,2,N,17,7,2,g
65,2,N,17,8,2,96
65,2,N,17,9,2,14
65,2,N,17,10,2,Y3
65,2,N,17,11,2,14
65,2,N,18,1,2,Gi
65,2,N,18,2,2,96
65,2,N,18,3,2,P
65,2,N,18,4,2,vv
65,2,N,18,5,2,dc
65,2,N,18,6,2,M
65,2,N,18,7,2,qL3
65,2,N,18,8,2,qL3
65,2,N,18,9,2,14
65,2,N,18,10,2,Y3
65,2,N,18,11,2,o3
65,2,N,19,1,2,*
65,2,N,19,2,2,A-
65,2,N,19,3,2,vv
65,2,N,19,4,2,M
65,2,N,19,5,2,14
65,2,N,19,6,2,#F
65,2,N,19,7,2,vv
65,2,N,19,8,2,F
65,2,N,19,9,2,Y3
65,2,N,19,10,2,qL3
65,2,N,19,11,2,14
65,2,N,20,1,2,F
65,2,N,20,2,2,vv
65,2,N,20,3,2,14
65,2,N,20,4,2,g
65,2,N,20,5,2,GG
65,2,N,20,6,2,Gi
65,2,N,20,7,2,Gi
65,2,N,20,8,2,LL
65,2,N,20,9,2,Y3
65,2,N,20,10,2,14
65,2,N,21,1,2,g
65,2,N,21,2,2,96
65,2,N,21,3,2,P
65,2,N,21,4,2,vv
65,2,N,21,5,2,vv
65,2,N,21,6,2,Ki
65,2,N,21,7,2,Ki
65,2,N,21,8,2,vv
65,2,N,21,9,2,Gi
65,2,N,21,10,2,Ki
65,2,N,21,11,2,Ki
65,2,N,21,12,2,g
65,2,N,22,1,2,96
65,2,N,22,2,2,P
65,2,N,22,3,2,vv
65,2,N,22,4,2,Ki
65,2,N,22,5,2,vv
65,2,N,22,6,2,*
65,2,N,22,7,2,A-
65,2,N,22,8,2,F
65,2,N,22,9,2,LL
65,2,N,22,10,2,Y3
65,2,N,22,11,2,14
65,2,N,23,1,2,010
65,2,N,23,2,2,*
65,2,N,23,3,2,96
65,2,N,23,4,2,vv
65,2,N,23,5,2,14
65,2,N,23,6,2,2
65,2,N,23,7,2,o3
65,2,N,23,8,2,qL3
65,2,N,23,9,2,Y3
65,2,N,23,10,2,14
65,2,N,23,11,2,dc
65,2,N,24,1,2,Gi
65,2,N,24,2,2,96
65,2,N,24,3,2,P
65,2,N,24,4,2,vv
65,2,N,24,5,2,Ki
65,2,N,24,6,2,vv
65,2,N,24,7,2,*
65,2,N,24,8,2,Y3
65,2,N,24,9,2,14
65,2,N,24,10,2,Y3
65,2,N,24,11,2,vv
65,2,N,25,1,2,o3
65,2,N,25,2,2,M
65,2,N,25,3,2,qL3
65,2,N,25,4,2,Ki
65,2,N,25,5,2,Ki
65,2,N,25,6,2,*
65,2,N,25,7,2,F
65,2,N,25,8,2,Y4
65,2,N,25,9,2,14
65,2,N,25,10,2,Y3
66,3,N,1,1,3,76
66,3,N,1,2,3,N
66,3,N,1,3,3,PL
66,3,N,1,4,3,P2
66,3,N,1,5,3,vv
66,3,N,1,6,3,ee
66,3,N,1,7,3,M
66,3,N,1,8,3,P1
66,3,N,1,9,3,Ki
66,3,N,1,10,3,#Gi
66,3,N,1,11,3,q3
66,3,N,1,12,3,3
66,3,N,2,1,3,Ki
66,3,N,2,2,3,vv
66,3,N,2,3,3,2
66,3,N,2,4,3,o3
66,3,N,2,5,3,S
66,3,N,2,6,3,14
66,3,N,2,7,3,EE
66,3,N,2,8,3,Ki
66,3,N,2,9,3,Ki
66,3,N,2,10,3,Ki
66,3,N,2,11,3,ee
66,3,N,2,12,3,N
66,3,N,2,13,3,vv
66,3,N,3,1,3,d2
66,3,N,3,2,3,vv
66,3,N,3,3,3,95
66,3,N,3,4,3,vv
66,3,N,3,5,3,Ki
66,3,N,3,6,3,4L
66,3,N,3,7,3,GG
66,3,N,3,8,3,M
66,3,N,3,9,3,Gi
66,3,N,3,10,3,Y4
66,3,N,3,11,3,14
66,3,N,3,12,3,JJ
66,3,N,3,13,3,Gi
66,3,N,4,1,3,ee
66,3,N,4,2,3,vv
66,3,N,4,3,3,44
66,3,N,4,4,3,vv
66,3,N,4,5,3,Ki
66,3,N,4,6,3,4L
66,3,N,4,7,3,vv
66,3,N,4,8,3,g
66,3,N,4,9,3,Y3
66,3,N,4,10,3,GG
66,3,N,4,11,3,LL
66,3,N,4,12,3,JJ
66,3,N,5,1,3,ee
66,3,N,5,2,3,#A-
66,3,N,5,3,3,Ki
66,3,N,5,4,3,*
66,3,N,5,5,3,dc
66,3,N,5,6,3,GG
66,3,N,5,7,3,P1
66,3,N,5,8,3,E
66,3,N,5,9,3,vv
66,3,N,5,10,3,Y3
66,3,N,5,11,3,vv
66,3,N,5,12,3,Gi
66,3,N,5,13,3,Ki
66,3,N,5,14,3,Ki
66,3,N,6,1,3,LL
66,3,N,6,2,3,Ki
66,3,N,6,3,3,g
66,3,N,6,4,3,d3
66,3,N,6,5,3,e
66,3,N,6,6,3,*
66,3,N,6,7,3,E
66,3,N,6,8,3,g
66,3,N,6,9,3,Ki
66,3,N,6,10,3,P2
66,3,N,6,11,3,P2
66,3,N,6,12,3,Y4
66,3,N,6,13,3,14
66,3,N,6,14,3,LL
66,3,N,7,1,3,P2
66,3,N,7,2,3,E
66,3,N,7,3,3,vv
66,3,N,7,4,3,95
66,3,N,7,5,3,Ki
66,3,N,7,6,3,Ki
66,3,N,7,7,3,E
66,3,N,7,8,3,2
66,3,N,7,9,3,o3
66,3,N,7,10,3,Y4
66,3,N,7,11,3,GG
66,3,N,7,12,3,Gi
66,3,N,8,1,3,LL
66,3,N,8,2,3,P1
66,3,N,8,3,3,M
66,3,N,8,4,3,dc
66,3,N,8,5,3,GG
66,3,N,8,6,3,T
66,3,N,8,7,3,14
66,3,N,8,8,3,GG
66,3,N,8,9,3,3
66,3,N,8,10,3,14
66,3,N,9,1,3,P1
66,3,N,9,2,3,vv
66,3,N,9,3,3,M
66,3,N,9,4,3,P1
66,3,N,9,5,3,PL
66,3,N,9,6,3,N
66,3,N,9,7,3,qL4
66,3,N,9,8,3,Ki
66,3,N,9,9,3,g
66,3,N,9,10,3,GG
66,3,N,9,11,3,Gi
66,3,N,9,12,3,Ki
66,3,N,10,1,3,96
66,3,N,10,2,3,P
66,3,N,10,3,3,LL
66,3,N,10,4,3,d3
66,3,N,10,5,3,vv
66,3,N,10,6,3,g
66,3,N,10,7,3,Ki
66,3,N,10,8,3,g
66,3,N,10,9,3,d3
66,3,N,10,10,3,d3
66,3,N,10,11,3,Gi
66,3,N,10,12,3,Gi
66,3,N,10,13,3,14
66,3,N,11,1,3,96
66,3,N,11,2,3,P
66,3,N,11,3,3,vv
66,3,N,11,4,3,P1
66,3,N,11,5,3,qL2
66,3,N,11,6,3,*
66,3,N,11,7,3,4
66,3,N,11,8,3,*
66,3,N,11,9,3,Y4
66,3,N,11,10,3,14
66,3,N,11,11,3,Y3
66,3,N,11,12,3,JJ
66,3,N,12,1,3,Ki
66,3,N,12,2,3,#4
66,3,N,12,3,3,HH
66,3,N,12,4,3,dc
66,3,N,12,5,3,95
66,3,N,12,6,3,vv
66,3,N,12,7,3,g
66,3,N,12,8,3,*
66,3,N,12,9,3,d3
66,3,N,12,10,3,14
66,3,N,12,11,3,Y3
66,3,N,13,1,3,#dc
66,3,N,13,2,3,Ki
66,3,N,13,3,3,GG
66,3,N,13,4,3,4L
66,3,N,13,5,3,qL3
66,3,N,13,6,3,P1
66,3,N,13,7,3,Ki
66,3,N,13,8,3,E
66,3,N,13,9,3,Y4
66,3,N,13,10,3,14
66,3,N,13,11,3,Y3
66,3,N,13,12,3,GG
66,3,N,14,1,3,EE
66,3,N,14,2,3,2
66,3,N,14,3,3,o3
66,3,N,14,4,3,14
66,3,N,14,5,3,qL3
66,3,N,14,6,3,g
66,3,N,14,7,3,P1
66,3,N,14,8,3,GG
66,3,N,14,9,3,14
66,3,N,14,10,3,P
66,3,N,14,11,3,vv
66,3,N,15,1,3,N
66,3,N,15,2,3,qL3
66,3,N,15,3,3,Ki
66,3,N,15,4,3,44
66,3,N,15,5,3,#PL
66,3,N,15,6,3,96
66,3,N,15,7,3,P
66,3,N,15,8,3,P
66,3,N,15,9,3,4L
66,3,N,15,10,3,JJ
66,3,N,15,11,3,Gi
66,3,N,15,12,3,vv
66,3,N,16,1,3,N
66,3,N,16,2,3,96
66,3,N,16,3,3,P
66,3,N,16,4,3,vv
66,3,N,16,5,3,#dc
66,3,N,16,6,3,PL
66,3,N,16,7,3,N
66,3,N,16,8,3,vv
66,3,N,16,9,3,96
66,3,N,16,10,3,P
66,3,N,16,11,3,P
66,3,N,16,12,3,14
66,3,N,16,13,3,44
66,3,N,17,1,3,2
66,3,N,17,2,3,o3
66,3,N,17,3,3,qL3
66,3,N,17,4,3,vv
66,3,N,17,5,3,N
66,3,N,17,6,3,vv
66,3,N,17,7,3,96
66,3,N,17,8,3,P
66,3,N,17,9,3,Y3
66,3,N,17,10,3,14
66,3,N,17,11,3,Y3
66,3,N,17,12,3,44
66,3,N,18,1,3,vv
66,3,N,18,2,3,g
66,3,N,18,3,3,N
66,3,N,18,4,3,qL3
66,3,N,18,5,3,vv
66,3,N,18,6,3,g
66,3,N,18,7,3,96
66,3,N,18,8,3,vv
66,3,N,18,9,3,EE
66,3,N,18,10,3,Y3
66,3,N,18,11,3,14
66,3,N,18,12,3,Y3
66,3,N,19,1,3,g
66,3,N,19,2,3,dc
66,3,N,19,3,3,GG
66,3,N,19,4,3,ee
66,3,N,19,5,3,N
66,3,N,19,6,3,P2
66,3,N,19,7,3,96
66,3,N,19,8,3,P
66,3,N,19,9,3,Y3
66,3,N,19,10,3,14
66,3,N,19,11,3,Y3
66,3,N,19,12,3,14
66,3,N,19,13,3,#P
66,3,N,19,14,3,vv
66,3,N,20,1,3,vv
66,3,N,20,2,3,uL
66,3,N,20,3,3,qL2
66,3,N,20,4,3,vv
66,3,N,20,5,3,g
66,3,N,20,6,3,96
66,3,N,20,7,3,vv
66,3,N,20,8,3,qL3
66,3,N,20,9,3,Ki
66,3,N,20,10,3,Ki
66,3,N,20,11,3,P
66,3,N,20,12,3,vv
66,3,N,20,13,3,qL3
66,3,N,21,1,3,N
66,3,N,21,2,3,T
66,3,N,21,3,3,qL3
66,3,N,21,4,3,N
66,3,N,21,5,3,P1
66,3,N,21,6,3,96
66,3,N,21,7,3,P
66,3,N,21,8,3,vv
66,3,N,21,9,3,Ki
66,3,N,21,10,3,Ki
66,3,N,21,11,3,P2
66,3,N,21,12,3,LL
66,3,N,22,1,3,#d3
66,3,N,22,2,3,dc
66,3,N,22,3,3,GG
66,3,N,22,4,3,96
66,3,N,22,5,3,P
66,3,N,22,6,3,vv
66,3,N,22,7,3,*
66,3,N,22,8,3,Gi
66,3,N,22,9,3,P2
66,3,N,22,10,3,14
66,3,N,23,1,3,Ki
66,3,N,23,2,3,dc
66,3,N,23,3,3,GG
66,3,N,23,4,3,96
66,3,N,23,5,3,P
66,3,N,23,6,3,vv
66,3,N,23,7,3,4L
66,3,N,23,8,3,*
66,3,N,23,9,3,#vv
66,3,N,23,10,3,Gi
66,3,N,23,11,3,14
66,3,N,23,12,3,Gi
66,3,N,24,1,3,d3
66,3,N,24,2,3,N
66,3,N,24,3,3,96
66,3,N,24,4,3,P
66,3,N,24,5,3,vv
66,3,N,24,6,3,P2
66,3,N,24,7,3,M
66,3,N,24,8,3,S
66,3,N,24,9,3,o3
66,3,N,24,10,3,P
66,3,N,24,11,3,vv
66,3,N,24,12,3,Y3
66,3,N,24,13,3,vv
66,3,N,25,1,3,A-
66,3,N,25,2,3,qL3
66,3,N,25,3,3,P
66,3,N,25,4,3,vv
66,3,N,25,5,3,qL3
66,3,N,25,6,3,14
66,3,N,25,7,3,S
66,3,N,25,8,3,14
66,3,N,25,9,3,96
66,3,N,25,10,3,M
66,3,N,25,11,3,96
67,14,N,1,1,4,P2
67,14,N,1,2,4,vv
67,14,N,1,3,4,d3
67,14,N,1,4,4,vv
67,14,N,1,5,4,Ki
67,14,N,1,6,4,Ki
67,14,N,1,7,4,vv
67,14,N,1,8,4,ee
67,14,N,1,9,4,N
67,14,N,1,10,4,qL2
67,14,N,1,11,4,Y3
67,14,N,1,12,4,14
67,14,N,1,13,4,dc
67,14,N,2,1,4,LL
67,14,N,2,2,4,Ki
67,14,N,2,3,4,Ki
67,14,N,2,4,4,N
67,14,N,2,5,4,vv
67,14,N,2,6,4,M
67,14,N,2,7,4,qL3
67,14,N,2,8,4,N
67,14,N,2,9,4,qL3
67,14,N,2,10,4,14
67,14,N,2,11,4,dc
67,14,N,2,12,4,96
67,14,N,3,1,4,Gi
67,14,N,3,2,4,#Gi
67,14,N,3,3,4,vv
67,14,N,3,4,4,Ki
67,14,N,3,5,4,vv
67,14,N,3,6,4,M
67,14,N,3,7,4,2
67,14,N,3,8,4,o3
67,14,N,3,9,4,Y4
67,14,N,3,10,4,Gi
67,14,N,3,11,4,GG
67,14,N,4,1,4,S
67,14,N,4,2,4,o3
67,14,N,4,3,4,#qL2
67,14,N,4,4,4,vv
67,14,N,4,5,4,d3
67,14,N,4,6,4,M
67,14,N,4,7,4,M
67,14,N,4,8,4,95
