"","item","n","entropy","avg_choices","note"
"379","Book of Psalms (words)",79,0,1,"Conditional Entropy"
"380","Book of Psalms (words)",80,0,1,"Conditional Entropy"
"381","Book of Psalms (words)",81,0,1,"Conditional Entropy"
"382","Book of Psalms (words)",82,0,1,"Conditional Entropy"
"383","Book of Psalms (words)",83,0,1,"Conditional Entropy"
"384","Book of Psalms (words)",84,0,1,"Conditional Entropy"
"385","Book of Psalms (words)",85,0,1,"Conditional Entropy"
"386","Book of Psalms (words)",86,0,1,"Conditional Entropy"
"387","Book of Psalms (words)",87,0,1,"Conditional Entropy"
"388","Book of Psalms (words)",88,0,1,"Conditional Entropy"
"389","Book of Psalms (words)",89,0,1,"Conditional Entropy"
"390","Book of Psalms (words)",90,0,1,"Conditional Entropy"
"391","Book of Psalms (words)",91,0,1,"Conditional Entropy"
"392","Book of Psalms (words)",92,0,1,"Conditional Entropy"
"393","Book of Psalms (words)",93,0,1,"Conditional Entropy"
"394","Book of Psalms (words)",94,0,1,"Conditional Entropy"
"395","Book of Psalms (words)",95,0,1,"Conditional Entropy"
"396","Book of Psalms (words)",96,0,1,"Conditional Entropy"
"397","Book of Psalms (words)",97,0,1,"Conditional Entropy"
"398","Book of Psalms (words)",98,0,1,"Conditional Entropy"
"399","Book of Psalms (words)",99,0,1,"Conditional Entropy"
"400","Book of Psalms (words)",100,0,1,"Conditional Entropy"
"401","Hamptonese (Method A)",1,4.49802632806113,75,"Shanon's Entropy"
"402","Hamptonese (Method A)",2,3.67459375664445,35.7247259439708,"Conditional Entropy"
"403","Hamptonese (Method A)",3,3.0498095978111,13.7098366435539,"Conditional Entropy"
"404","Hamptonese (Method A)",4,1.95128543391444,5.74641759006788,"Conditional Entropy"
"405","Hamptonese (Method A)",5,0.986639308466363,2.78056159188717,"Conditional Entropy"
"406","Hamptonese (Method A)",6,0.420803887138032,1.63133450691037,"Conditional Entropy"
"407","Hamptonese (Method A)",7,0.162879802906062,1.22998824409533,"Conditional Entropy"
"408","Hamptonese (Method A)",8,0.0561651474532039,1.07100052567023,"Conditional Entropy"
"409","Hamptonese (Method A)",9,0.0177436253081746,1.018652415383,"Conditional Entropy"
"410","Hamptonese (Method A)",10,0.00593876569912198,1.00678535203386,"Conditional Entropy"
"411","Hamptonese (Method A)",11,0.00197309896709767,1.00238496071829,"Conditional Entropy"
"412","Hamptonese (Method A)",12,0.000659872194151132,1.00070372976777,"Conditional Entropy"
"413","Hamptonese (Method A)",13,0.000141242937853107,1.00014124293785,"Conditional Entropy"
"414","Hamptonese (Method A)",14,0,1,"Conditional Entropy"
"415","Hamptonese (Method A)",15,0,1,"Conditional Entropy"
"416","Hamptonese (Method A)",16,0,1,"Conditional Entropy"
"417","Hamptonese (Method A)",17,0,1,"Conditional Entropy"
"418","Hamptonese (Method A)",18,0,1,"Conditional Entropy"
"419","Hamptonese (Method A)",19,0,1,"Conditional Entropy"
"420","Hamptonese (Method A)",20,0,1,"Conditional Entropy"
"421","Hamptonese (Method A)",21,0,1,"Conditional Entropy"
"422","Hamptonese (Method A)",22,0,1,"Conditional Entropy"
"423","Hamptonese (Method A)",23,0,1,"Conditional Entropy"
"424","Hamptonese (Method A)",24,0,1,"Conditional Entropy"
"425","Hamptonese (Method A)",25,0,1,"Conditional Entropy"
"426","Hamptonese (Method A)",26,0,1,"Conditional Entropy"
"427","Hamptonese (Method A)",27,0,1,"Conditional Entropy"
"428","Hamptonese (Method A)",28,0,1,"Conditional Entropy"
"429","Hamptonese (Method A)",29,0,1,"Conditional Entropy"
"430","Hamptonese (Method A)",30,0,1,"Conditional Entropy"
"431","Hamptonese (Method A)",31,0,1,"Conditional Entropy"
"432","Hamptonese (Method A)",32,0,1,"Conditional Entropy"
"433","Hamptonese (Method A)",33,0,1,"Conditional Entropy"
"434","Hamptonese (Method A)",34,0,1,"Conditional Entropy"
"435","Hamptonese (Method A)",35,0,1,"Conditional Entropy"
"436","Hamptonese (Method A)",36,0,1,"Conditional Entropy"
"437","Hamptonese (Method A)",37,0,1,"Conditional Entropy"
"438","Hamptonese (Method A)",38,0,1,"Conditional Entropy"
"439","Hamptonese (Method A)",39,0,1,"Conditional Entropy"
"440","Hamptonese (Method A)",40,0,1,"Conditional Entropy"
"441","Hamptonese (Method A)",41,0,1,"Conditional Entropy"
"442","Hamptonese (Method A)",42,0,1,"Conditional Entropy"
"443","Hamptonese (Method A)",43,0,1,"Conditional Entropy"
"444","Hamptonese (Method A)",44,0,1,"Conditional Entropy"
"445","Hamptonese (Method A)",45,0,1,"Conditional Entropy"
"446","Hamptonese (Method A)",46,0,1,"Conditional Entropy"
"447","Hamptonese (Method A)",47,0,1,"Conditional Entropy"
"448","Hamptonese (Method A)",48,0,1,"Conditional Entropy"
"449","Hamptonese (Method A)",49,0,1,"Conditional Entropy"
"450","Hamptonese (Method A)",50,0,1,"Conditional Entropy"
"451","Hamptonese (Method A)",51,0,1,"Conditional Entropy"
"452","Hamptonese (Method A)",52,0,1,"Conditional Entropy"
"453","Hamptonese (Method A)",53,0,1,"Conditional Entropy"
"454","Hamptonese (Method A)",54,0,1,"Conditional Entropy"
"455","Hamptonese (Method A)",55,0,1,"Conditional Entropy"
"456","Hamptonese (Method A)",56,0,1,"Conditional Entropy"
"457","Hamptonese (Method A)",57,0,1,"Conditional Entropy"
"458","Hamptonese (Method A)",58,0,1,"Conditional Entropy"
"459","Hamptonese (Method A)",59,0,1,"Conditional Entropy"
"460","Hamptonese (Method A)",60,0,1,"Conditional Entropy"
"461","Hamptonese (Method A)",61,0,1,"Conditional Entropy"
"462","Hamptonese (Method A)",62,0,1,"Conditional Entropy"
"463","Hamptonese (Method A)",63,0,1,"Conditional Entropy"
"464","Hamptonese (Method A)",64,0,1,"Conditional Entropy"
"465","Hamptonese (Method A)",65,0,1,"Conditional Entropy"
"466","Hamptonese (Method A)",66,0,1,"Conditional Entropy"
"467","Hamptonese (Method A)",67,0,1,"Conditional Entropy"
"468","Hamptonese (Method A)",68,0,1,"Conditional Entropy"
"469","Hamptonese (Method A)",69,0,1,"Conditional Entropy"
"470","Hamptonese (Method A)",70,0,1,"Conditional Entropy"
"471","Hamptonese (Method A)",71,0,1,"Conditional Entropy"
"472","Hamptonese (Method A)",72,0,1,"Conditional Entropy"
"473","Hamptonese (Method A)",73,0,1,"Conditional Entropy"
"474","Hamptonese (Method A)",74,0,1,"Conditional Entropy"
"475","Hamptonese (Method A)",75,0,1,"Conditional Entropy"
"476","Hamptonese (Method A)",76,0,1,"Conditional Entropy"
"477","Hamptonese (Method A)",77,0,1,"Conditional Entropy"
"478","Hamptonese (Method A)",78,0,1,"Conditional Entropy"
"479","Hamptonese (Method A)",79,0,1,"Conditional Entropy"
"480","Hamptonese (Method A)",80,0,1,"Conditional Entropy"
"481","Hamptonese (Method A)",81,0,1,"Conditional Entropy"
"482","Hamptonese (Method A)",82,0,1,"Conditional Entropy"
"483","Hamptonese (Method A)",83,0,1,"Conditional Entropy"
"484","Hamptonese (Method A)",84,0,1,"Conditional Entropy"
"485","Hamptonese (Method A)",85,0,1,"Conditional Entropy"
"486","Hamptonese (Method A)",86,0,1,"Conditional Entropy"
"487","Hamptonese (Method A)",87,0,1,"Conditional Entropy"
"488","Hamptonese (Method A)",88,0,1,"Conditional Entropy"
"489","Hamptonese (Method A)",89,0,1,"Conditional Entropy"
"490","Hamptonese (Method A)",90,0,1,"Conditional Entropy"
"491","Hamptonese (Method A)",91,0,1,"Conditional Entropy"
"492","Hamptonese (Method A)",92,0,1,"Conditional Entropy"
"493","Hamptonese (Method A)",93,0,1,"Conditional Entropy"
"494","Hamptonese (Method A)",94,0,1,"Conditional Entropy"
"495","Hamptonese (Method A)",95,0,1,"Conditional Entropy"
"496","Hamptonese (Method A)",96,0,1,"Conditional Entropy"
"497","Hamptonese (Method A)",97,0,1,"Conditional Entropy"
"498","Hamptonese (Method A)",98,0,1,"Conditional Entropy"
"499","Hamptonese (Method A)",99,0,1,"Conditional Entropy"
"500","Hamptonese (Method A)",100,0,1,"Conditional Entropy"
"501","Hamptonese (Method B)",1,4.44494244661258,43,"Shanon's Entropy"
"502","Hamptonese (Method B)",2,3.6577641010592,33.6024464831804,"Conditional Entropy"
"503","Hamptonese (Method B)",3,3.0892840399917,13.8792912513843,"Conditional Entropy"
"504","Hamptonese (Method B)",4,1.98277612577758,5.78961493582264,"Conditional Entropy"
"505","Hamptonese (Method B)",5,0.991101126760754,2.76484115492718,"Conditional Entropy"
"506","Hamptonese (Method B)",6,0.419258612111648,1.62621577136017,"Conditional Entropy"
"507","Hamptonese (Method B)",7,0.160710837410548,1.22514151447186,"Conditional Entropy"
"508","Hamptonese (Method B)",8,0.0549390674320531,1.06936902217707,"Conditional Entropy"
"509","Hamptonese (Method B)",9,0.0173253569835086,1.01844026123703,"Conditional Entropy"
"510","Hamptonese (Method B)",10,0.00575553672903057,1.00664498303781,"Conditional Entropy"
"511","Hamptonese (Method B)",11,0.0018328661806722,1.00224466891134,"Conditional Entropy"
"512","Hamptonese (Method B)",12,0.000659872194151132,1.00070372976777,"Conditional Entropy"
"513","Hamptonese (Method B)",13,0.000141242937853107,1.00014124293785,"Conditional Entropy"
"514","Hamptonese (Method B)",14,0,1,"Conditional Entropy"
"515","Hamptonese (Method B)",15,0,1,"Conditional Entropy"
"516","Hamptonese (Method B)",16,0,1,"Conditional Entropy"
"517","Hamptonese (Method B)",17,0,1,"Conditional Entropy"
"518","Hamptonese (Method B)",18,0,1,"Conditional Entropy"
"519","Hamptonese (Method B)",19,0,1,"Conditional Entropy"
"520","Hamptonese (Method B)",20,0,1,"Conditional Entropy"
"521","Hamptonese (Method B)",21,0,1,"Conditional Entropy"
"522","Hamptonese (Method B)",22,0,1,"Conditional Entropy"
"523","Hamptonese (Method B)",23,0,1,"Conditional Entropy"
"524","Hamptonese (Method B)",24,0,1,"Conditional Entropy"
"525","Hamptonese (Method B)",25,0,1,"Conditional Entropy"
"526","Hamptonese (Method B)",26,0,1,"Conditional Entropy"
"527","Hamptonese (Method B)",27,0,1,"Conditional Entropy"
"528","Hamptonese (Method B)",28,0,1,"Conditional Entropy"
"529","Hamptonese (Method B)",29,0,1,"Conditional Entropy"
"530","Hamptonese (Method B)",30,0,1,"Conditional Entropy"
"531","Hamptonese (Method B)",31,0,1,"Conditional Entropy"
"532","Hamptonese (Method B)",32,0,1,"Conditional Entropy"
"533","Hamptonese (Method B)",33,0,1,"Conditional Entropy"
"534","Hamptonese (Method B)",34,0,1,"Conditional Entropy"
"535","Hamptonese (Method B)",35,0,1,"Conditional Entropy"
"536","Hamptonese (Method B)",36,0,1,"Conditional Entropy"
"537","Hamptonese (Method B)",37,0,1,"Conditional Entropy"
"538","Hamptonese (Method B)",38,0,1,"Conditional Entropy"
"539","Hamptonese (Method B)",39,0,1,"Conditional Entropy"
"540","Hamptonese (Method B)",40,0,1,"Conditional Entropy"
"541","Hamptonese (Method B)",41,0,1,"Conditional Entropy"
"542","Hamptonese (Method B)",42,0,1,"Conditional Entropy"
"543","Hamptonese (Method B)",43,0,1,"Conditional Entropy"
"544","Hamptonese (Method B)",44,0,1,"Conditional Entropy"
"545","Hamptonese (Method B)",45,0,1,"Conditional Entropy"
"546","Hamptonese (Method B)",46,0,1,"Conditional Entropy"
"547","Hamptonese (Method B)",47,0,1,"Conditional Entropy"
"548","Hamptonese (Method B)",48,0,1,"Conditional Entropy"
"549","Hamptonese (Method B)",49,0,1,"Conditional Entropy"
"550","Hamptonese (Method B)",50,0,1,"Conditional Entropy"
"551","Hamptonese (Method B)",51,0,1,"Conditional Entropy"
"552","Hamptonese (Method B)",52,0,1,"Conditional Entropy"
"553","Hamptonese (Method B)",53,0,1,"Conditional Entropy"
"554","Hamptonese (Method B)",54,0,1,"Conditional Entropy"
"555","Hamptonese (Method B)",55,0,1,"Conditional Entropy"
"556","Hamptonese (Method B)",56,0,1,"Conditional Entropy"
"557","Hamptonese (Method B)",57,0,1,"Conditional Entropy"
"558","Hamptonese (Method B)",58,0,1,"Conditional Entropy"
"559","Hamptonese (Method B)",59,0,1,"Conditional Entropy"
"560","Hamptonese (Method B)",60,0,1,"Conditional Entropy"
"561","Hamptonese (Method B)",61,0,1,"Conditional Entropy"
"562","Hamptonese (Method B)",62,0,1,"Conditional Entropy"
"563","Hamptonese (Method B)",63,0,1,"Conditional Entropy"
"564","Hamptonese (Method B)",64,0,1,"Conditional Entropy"
"565","Hamptonese (Method B)",65,0,1,"Conditional Entropy"
"566","Hamptonese (Method B)",66,0,1,"Conditional Entropy"
"567","Hamptonese (Method B)",67,0,1,"Conditional Entropy"
"568","Hamptonese (Method B)",68,0,1,"Conditional Entropy"
"569","Hamptonese (Method B)",69,0,1,"Conditional Entropy"
"570","Hamptonese (Method B)",70,0,1,"Conditional Entropy"
"571","Hamptonese (Method B)",71,0,1,"Conditional Entropy"
"572","Hamptonese (Method B)",72,0,1,"Conditional Entropy"
"573","Hamptonese (Method B)",73,0,1,"Conditional Entropy"
"574","Hamptonese (Method B)",74,0,1,"Conditional Entropy"
"575","Hamptonese (Method B)",75,0,1,"Conditional Entropy"
"576","Hamptonese (Method B)",76,0,1,"Conditional Entropy"
"577","Hamptonese (Method B)",77,0,1,"Conditional Entropy"
"578","Hamptonese (Method B)",78,0,1,"Conditional Entropy"
"579","Hamptonese (Method B)",79,0,1,"Conditional Entropy"
"580","Hamptonese (Method B)",80,0,1,"Conditional Entropy"
"581","Hamptonese (Method B)",81,0,1,"Conditional Entropy"
"582","Hamptonese (Method B)",82,0,1,"Conditional Entropy"
"583","Hamptonese (Method B)",83,0,1,"Conditional Entropy"
"584","Hamptonese (Method B)",84,0,1,"Conditional Entropy"
"585","Hamptonese (Method B)",85,0,1,"Conditional Entropy"
"586","Hamptonese (Method B)",86,0,1,"Conditional Entropy"
"587","Hamptonese (Method B)",87,0,1,"Conditional Entropy"
"588","Hamptonese (Method B)",88,0,1,"Conditional Entropy"
"589","Hamptonese (Method B)",89,0,1,"Conditional Entropy"
"590","Hamptonese (Method B)",90,0,1,"Conditional Entropy"
"591","Hamptonese (Method B)",91,0,1,"Conditional Entropy"
"592","Hamptonese (Method B)",92,0,1,"Conditional Entropy"
"593","Hamptonese (Method B)",93,0,1,"Conditional Entropy"
"594","Hamptonese (Method B)",94,0,1,"Conditional Entropy"
"595","Hamptonese (Method B)",95,0,1,"Conditional Entropy"
"596","Hamptonese (Method B)",96,0,1,"Conditional Entropy"
"597","Hamptonese (Method B)",97,0,1,"Conditional Entropy"
"598","Hamptonese (Method B)",98,0,1,"Conditional Entropy"
"599","Hamptonese (Method B)",99,0,1,"Conditional Entropy"
"600","Hamptonese (Method B)",100,0,1,"Conditional Entropy"
