psalm_no,line_no,line_id,char_no,char
1,1,1_1,1,blessed
1,1,1_1,2,is
1,1,1_1,3,the
1,1,1_1,4,man
1,1,1_1,5,that
1,1,1_1,6,walketh
1,1,1_1,7,not
1,1,1_1,8,in
1,1,1_1,9,the
1,1,1_1,10,counsel
1,1,1_1,11,of
1,1,1_1,12,the
1,1,1_1,1,ungodly
1,1,1_1,2,nor
1,1,1_1,3,standeth
1,1,1_1,4,in
1,1,1_1,5,the
1,1,1_1,6,way
1,1,1_1,7,of
1,1,1_1,8,sinners
1,1,1_1,9,nor
1,1,1_1,10,sitteth
1,1,1_1,11,in
1,1,1_1,1,the
1,1,1_1,2,seat
1,1,1_1,3,of
1,1,1_1,4,the
1,1,1_1,5,scornful
1,2,1_2,1,but
1,2,1_2,2,his
1,2,1_2,3,delight
1,2,1_2,4,is
1,2,1_2,5,in
1,2,1_2,6,the
1,2,1_2,7,law
1,2,1_2,8,of
1,2,1_2,9,the
1,2,1_2,10,lord
1,2,1_2,11,and
1,2,1_2,12,in
1,2,1_2,13,his
1,2,1_2,14,law
1,2,1_2,15,doth
1,2,1_2,1,he
1,2,1_2,2,meditate
1,2,1_2,3,day
1,2,1_2,4,and
1,2,1_2,5,night
1,3,1_3,1,and
1,3,1_3,2,he
1,3,1_3,3,shall
1,3,1_3,4,be
1,3,1_3,5,like
1,3,1_3,6,a
1,3,1_3,7,tree
1,3,1_3,8,planted
1,3,1_3,9,by
1,3,1_3,10,the
1,3,1_3,11,rivers
1,3,1_3,12,of
1,3,1_3,13,water
1,3,1_3,1,that
1,3,1_3,2,bringeth
1,3,1_3,3,forth
1,3,1_3,4,his
1,3,1_3,5,fruit
1,3,1_3,6,in
1,3,1_3,7,his
1,3,1_3,8,season
1,3,1_3,9,his
1,3,1_3,10,leaf
1,3,1_3,11,also
1,3,1_3,1,shall
1,3,1_3,2,not
1,3,1_3,3,wither
1,3,1_3,4,and
1,3,1_3,5,whatsoever
1,3,1_3,6,he
1,3,1_3,7,doeth
1,3,1_3,8,shall
1,3,1_3,9,prosper
1,4,1_4,1,the
1,4,1_4,2,ungodly
1,4,1_4,3,are
1,4,1_4,4,not
1,4,1_4,5,so
1,4,1_4,6,but
1,4,1_4,7,are
1,4,1_4,8,like
1,4,1_4,9,the
1,4,1_4,10,chaff
1,4,1_4,11,which
1,4,1_4,12,the
1,4,1_4,13,wind
1,4,1_4,1,driveth
1,4,1_4,2,away
1,5,1_5,1,therefore
1,5,1_5,2,the
1,5,1_5,3,ungodly
1,5,1_5,4,shall
1,5,1_5,5,not
1,5,1_5,6,stand
1,5,1_5,7,in
1,5,1_5,8,the
1,5,1_5,9,judgment
1,5,1_5,10,nor
1,5,1_5,1,sinners
1,5,1_5,2,in
1,5,1_5,3,the
1,5,1_5,4,congregation
1,5,1_5,5,of
1,5,1_5,6,the
1,5,1_5,7,righteous
1,6,1_6,1,for
1,6,1_6,2,the
1,6,1_6,3,lord
1,6,1_6,4,knoweth
1,6,1_6,5,the
1,6,1_6,6,way
1,6,1_6,7,of
1,6,1_6,8,the
1,6,1_6,9,righteous
1,6,1_6,10,but
1,6,1_6,11,the
1,6,1_6,12,way
1,6,1_6,13,of
1,6,1_6,1,the
1,6,1_6,2,ungodly
1,6,1_6,3,shall
1,6,1_6,4,perish
2,1,2_1,1,why
2,1,2_1,2,do
2,1,2_1,3,the
2,1,2_1,4,heathen
2,1,2_1,5,rage
2,1,2_1,6,and
2,1,2_1,7,the
2,1,2_1,8,people
2,1,2_1,9,imagine
2,1,2_1,10,a
2,1,2_1,11,vain
2,1,2_1,12,thing
2,2,2_2,1,the
2,2,2_2,2,kings
2,2,2_2,3,of
2,2,2_2,4,the
2,2,2_2,5,earth
2,2,2_2,6,set
2,2,2_2,7,themselves
2,2,2_2,8,and
2,2,2_2,9,the
2,2,2_2,10,rulers
2,2,2_2,11,take
2,2,2_2,1,counsel
2,2,2_2,2,together
2,2,2_2,3,against
2,2,2_2,4,the
2,2,2_2,5,lord
2,2,2_2,6,and
2,2,2_2,7,against
2,2,2_2,8,his
2,2,2_2,9,anointed
2,2,2_2,1,saying
2,3,2_3,1,let
2,3,2_3,2,us
2,3,2_3,3,break
2,3,2_3,4,their
2,3,2_3,5,bands
2,3,2_3,6,asunder
2,3,2_3,7,and
2,3,2_3,8,cast
2,3,2_3,9,away
2,3,2_3,10,their
2,3,2_3,11,cords
2,3,2_3,1,from
2,3,2_3,2,us
2,4,2_4,1,he
2,4,2_4,2,that
2,4,2_4,3,sitteth
2,4,2_4,4,in
2,4,2_4,5,the
2,4,2_4,6,heavens
2,4,2_4,7,shall
2,4,2_4,8,laugh
2,4,2_4,9,the
2,4,2_4,10,lord
2,4,2_4,11,shall
2,4,2_4,1,have
2,4,2_4,2,them
2,4,2_4,3,in
2,4,2_4,4,derision
2,5,2_5,1,then
2,5,2_5,2,shall
2,5,2_5,3,he
2,5,2_5,4,speak
2,5,2_5,5,unto
2,5,2_5,6,them
2,5,2_5,7,in
2,5,2_5,8,his
2,5,2_5,9,wrath
2,5,2_5,10,and
2,5,2_5,11,vex
2,5,2_5,12,them
2,5,2_5,13,in
2,5,2_5,1,his
2,5,2_5,2,sore
2,5,2_5,3,displeasure
2,6,2_6,1,yet
2,6,2_6,2,have
2,6,2_6,3,i
2,6,2_6,4,set
2,6,2_6,5,my
2,6,2_6,6,king
2,6,2_6,7,upon
2,6,2_6,8,my
2,6,2_6,9,holy
2,6,2_6,10,hill
2,6,2_6,11,of
2,6,2_6,12,zion
2,7,2_7,1,i
2,7,2_7,2,will
2,7,2_7,3,declare
2,7,2_7,4,the
2,7,2_7,5,decree
2,7,2_7,6,the
2,7,2_7,7,lord
2,7,2_7,8,hath
2,7,2_7,9,said
2,7,2_7,10,unto
2,7,2_7,11,me
2,7,2_7,12,thou
2,7,2_7,1,art
2,7,2_7,2,my
2,7,2_7,3,son
2,7,2_7,4,this
2,7,2_7,5,day
2,7,2_7,6,have
2,7,2_7,7,i
2,7,2_7,8,begotten
2,7,2_7,9,thee
2,8,2_8,1,ask
2,8,2_8,2,of
2,8,2_8,3,me
2,8,2_8,4,and
2,8,2_8,5,i
2,8,2_8,6,shall
2,8,2_8,7,give
2,8,2_8,8,thee
2,8,2_8,9,the
2,8,2_8,10,heathen
2,8,2_8,11,for
2,8,2_8,12,thine
2,8,2_8,1,inheritance
2,8,2_8,2,and
2,8,2_8,3,the
2,8,2_8,4,uttermost
2,8,2_8,5,parts
2,8,2_8,6,of
2,8,2_8,7,the
2,8,2_8,8,earth
2,8,2_8,9,for
2,8,2_8,10,thy
2,8,2_8,1,possession
2,9,2_9,1,thou
2,9,2_9,2,shalt
2,9,2_9,3,break
2,9,2_9,4,them
2,9,2_9,5,with
2,9,2_9,6,a
2,9,2_9,7,rod
2,9,2_9,8,of
2,9,2_9,9,iron
2,9,2_9,10,thou
2,9,2_9,11,shalt
2,9,2_9,12,dash
2,9,2_9,13,them
2,9,2_9,1,in
2,9,2_9,2,pieces
2,9,2_9,3,like
2,9,2_9,4,a
2,9,2_9,5,potters
2,9,2_9,6,vessel
2,10,2_10,1,be
2,10,2_10,2,wise
2,10,2_10,3,now
2,10,2_10,4,therefore
2,10,2_10,5,o
2,10,2_10,6,ye
2,10,2_10,7,kings
2,10,2_10,8,be
2,10,2_10,9,instructed
2,10,2_10,10,ye
2,10,2_10,11,judges
2,10,2_10,12,of
2,10,2_10,1,the
2,10,2_10,2,earth
2,11,2_11,1,serve
2,11,2_11,2,the
2,11,2_11,3,lord
2,11,2_11,4,with
2,11,2_11,5,fear
2,11,2_11,6,and
2,11,2_11,7,rejoice
2,11,2_11,8,with
2,11,2_11,9,trembling
2,12,2_12,1,kiss
2,12,2_12,2,the
2,12,2_12,3,son
2,12,2_12,4,lest
2,12,2_12,5,he
2,12,2_12,6,be
2,12,2_12,7,angry
2,12,2_12,8,and
2,12,2_12,9,ye
2,12,2_12,10,perish
2,12,2_12,11,from
2,12,2_12,12,the
2,12,2_12,13,way
2,12,2_12,1,when
2,12,2_12,2,his
2,12,2_12,3,wrath
2,12,2_12,4,is
2,12,2_12,5,kindled
2,12,2_12,6,but
2,12,2_12,7,a
2,12,2_12,8,little
2,12,2_12,9,blessed
2,12,2_12,10,are
2,12,2_12,11,all
2,12,2_12,12,they
2,12,2_12,1,that
2,12,2_12,2,put
2,12,2_12,3,their
2,12,2_12,4,trust
2,12,2_12,5,in
2,12,2_12,6,him
3,1,3_1,1,lord
3,1,3_1,2,how
3,1,3_1,3,are
3,1,3_1,4,they
3,1,3_1,5,increased
3,1,3_1,6,that
3,1,3_1,7,trouble
3,1,3_1,8,me
3,1,3_1,9,many
3,1,3_1,10,are
3,1,3_1,11,they
3,1,3_1,1,that
3,1,3_1,2,rise
3,1,3_1,3,up
3,1,3_1,4,against
3,1,3_1,5,me
3,2,3_2,1,many
3,2,3_2,2,there
3,2,3_2,3,be
3,2,3_2,4,which
3,2,3_2,5,say
3,2,3_2,6,of
3,2,3_2,7,my
3,2,3_2,8,soul
3,2,3_2,9,there
3,2,3_2,10,is
3,2,3_2,11,no
3,2,3_2,12,help
3,2,3_2,13,for
3,2,3_2,14,him
3,2,3_2,1,in
3,2,3_2,2,god
3,2,3_2,3,selah
3,3,3_3,1,but
3,3,3_3,2,thou
3,3,3_3,3,o
3,3,3_3,4,lord
3,3,3_3,5,art
3,3,3_3,6,a
3,3,3_3,7,shield
3,3,3_3,8,for
3,3,3_3,9,me
3,3,3_3,10,my
3,3,3_3,11,glory
3,3,3_3,12,and
3,3,3_3,13,the
3,3,3_3,1,lifter
3,3,3_3,2,up
3,3,3_3,3,of
3,3,3_3,4,mine
3,3,3_3,5,head
3,4,3_4,1,i
3,4,3_4,2,cried
3,4,3_4,3,unto
3,4,3_4,4,the
3,4,3_4,5,lord
3,4,3_4,6,with
3,4,3_4,7,my
3,4,3_4,8,voice
3,4,3_4,9,and
3,4,3_4,10,he
3,4,3_4,11,heard
3,4,3_4,12,me
3,4,3_4,13,out
3,4,3_4,14,of
3,4,3_4,1,his
3,4,3_4,2,holy
3,4,3_4,3,hill
3,4,3_4,4,selah
3,5,3_5,1,i
3,5,3_5,2,laid
3,5,3_5,3,me
3,5,3_5,4,down
3,5,3_5,5,and
3,5,3_5,6,slept
3,5,3_5,7,i
3,5,3_5,8,awaked
3,5,3_5,9,for
3,5,3_5,10,the
3,5,3_5,11,lord
3,5,3_5,12,sustained
3,5,3_5,13,me
3,6,3_6,1,i
3,6,3_6,2,will
3,6,3_6,3,not
3,6,3_6,4,be
3,6,3_6,5,afraid
3,6,3_6,6,of
3,6,3_6,7,ten
3,6,3_6,8,thousands
3,6,3_6,9,of
3,6,3_6,10,people
3,6,3_6,11,that
3,6,3_6,12,have
3,6,3_6,13,set
3,6,3_6,1,themselves
3,6,3_6,2,against
3,6,3_6,3,me
3,6,3_6,4,round
3,6,3_6,5,about
3,7,3_7,1,arise
3,7,3_7,2,o
3,7,3_7,3,lord
3,7,3_7,4,save
3,7,3_7,5,me
3,7,3_7,6,o
3,7,3_7,7,my
3,7,3_7,8,god
3,7,3_7,9,for
3,7,3_7,10,thou
3,7,3_7,11,hast
3,7,3_7,12,smitten
3,7,3_7,13,all
3,7,3_7,1,mine
3,7,3_7,2,enemies
3,7,3_7,3,upon
3,7,3_7,4,the
3,7,3_7,5,cheek
3,7,3_7,6,bone
3,7,3_7,7,thou
3,7,3_7,8,hast
3,7,3_7,9,broken
3,7,3_7,10,the
3,7,3_7,11,teeth
3,7,3_7,1,of
3,7,3_7,2,the
3,7,3_7,3,ungodly
3,8,3_8,1,salvation
3,8,3_8,2,belongeth
3,8,3_8,3,unto
3,8,3_8,4,the
3,8,3_8,5,lord
3,8,3_8,6,thy
3,8,3_8,7,blessing
3,8,3_8,8,is
3,8,3_8,9,upon
3,8,3_8,10,thy
3,8,3_8,1,people
3,8,3_8,2,selah
4,1,4_1,1,hear
4,1,4_1,2,me
4,1,4_1,3,when
4,1,4_1,4,i
4,1,4_1,5,call
4,1,4_1,6,o
4,1,4_1,7,god
4,1,4_1,8,of
4,1,4_1,9,my
4,1,4_1,10,righteousness
4,1,4_1,11,thou
4,1,4_1,12,hast
4,1,4_1,1,enlarged
4,1,4_1,2,me
4,1,4_1,3,when
4,1,4_1,4,i
4,1,4_1,5,was
4,1,4_1,6,in
4,1,4_1,7,distress
4,1,4_1,8,have
4,1,4_1,9,mercy
4,1,4_1,10,upon
4,1,4_1,11,me
4,1,4_1,12,and
4,1,4_1,1,hear
4,1,4_1,2,my
4,1,4_1,3,prayer
4,2,4_2,1,o
4,2,4_2,2,ye
4,2,4_2,3,sons
4,2,4_2,4,of
4,2,4_2,5,men
4,2,4_2,6,how
4,2,4_2,7,long
4,2,4_2,8,will
4,2,4_2,9,ye
4,2,4_2,10,turn
4,2,4_2,11,my
4,2,4_2,12,glory
4,2,4_2,13,into
4,2,4_2,14,shame
4,2,4_2,1,how
4,2,4_2,2,long
4,2,4_2,3,will
4,2,4_2,4,ye
4,2,4_2,5,love
4,2,4_2,6,vanity
4,2,4_2,7,and
4,2,4_2,8,seek
4,2,4_2,9,after
4,2,4_2,10,leasing
4,2,4_2,11,selah
4,3,4_3,1,but
4,3,4_3,2,know
4,3,4_3,3,that
4,3,4_3,4,the
4,3,4_3,5,lord
4,3,4_3,6,hath
4,3,4_3,7,set
4,3,4_3,8,apart
4,3,4_3,9,him
4,3,4_3,10,that
4,3,4_3,11,is
4,3,4_3,12,godly
4,3,4_3,13,for
4,3,4_3,1,himself
4,3,4_3,2,the
4,3,4_3,3,lord
4,3,4_3,4,will
4,3,4_3,5,hear
4,3,4_3,6,when
4,3,4_3,7,i
4,3,4_3,8,call
4,3,4_3,9,unto
4,3,4_3,10,him
4,4,4_4,1,stand
4,4,4_4,2,in
4,4,4_4,3,awe
4,4,4_4,4,and
4,4,4_4,5,sin
4,4,4_4,6,not
4,4,4_4,7,commune
4,4,4_4,8,with
4,4,4_4,9,your
4,4,4_4,10,own
4,4,4_4,11,heart
4,4,4_4,12,upon
4,4,4_4,1,your
4,4,4_4,2,bed
4,4,4_4,3,and
4,4,4_4,4,be
4,4,4_4,5,still
4,4,4_4,6,selah
4,5,4_5,1,offer
4,5,4_5,2,the
4,5,4_5,3,sacrifices
4,5,4_5,4,of
4,5,4_5,5,righteousness
4,5,4_5,6,and
4,5,4_5,7,put
4,5,4_5,8,your
4,5,4_5,9,trust
4,5,4_5,10,in
4,5,4_5,1,the
4,5,4_5,2,lord
4,6,4_6,1,there
4,6,4_6,2,be
4,6,4_6,3,many
4,6,4_6,4,that
4,6,4_6,5,say
4,6,4_6,6,who
4,6,4_6,7,will
4,6,4_6,8,shew
4,6,4_6,9,us
4,6,4_6,10,any
4,6,4_6,11,good
4,6,4_6,12,lord
4,6,4_6,13,lift
4,6,4_6,1,thou
4,6,4_6,2,up
4,6,4_6,3,the
4,6,4_6,4,light
4,6,4_6,5,of
4,6,4_6,6,thy
4,6,4_6,7,countenance
4,6,4_6,8,upon
4,6,4_6,9,us
4,7,4_7,1,thou
4,7,4_7,2,hast
4,7,4_7,3,put
4,7,4_7,4,gladness
4,7,4_7,5,in
4,7,4_7,6,my
4,7,4_7,7,heart
4,7,4_7,8,more
4,7,4_7,9,than
4,7,4_7,10,in
4,7,4_7,11,the
4,7,4_7,12,time
4,7,4_7,13,that
4,7,4_7,1,their
4,7,4_7,2,corn
4,7,4_7,3,and
4,7,4_7,4,their
4,7,4_7,5,wine
4,7,4_7,6,increased
4,8,4_8,1,i
4,8,4_8,2,will
4,8,4_8,3,both
4,8,4_8,4,lay
4,8,4_8,5,me
4,8,4_8,6,down
4,8,4_8,7,in
4,8,4_8,8,peace
4,8,4_8,9,and
4,8,4_8,10,sleep
4,8,4_8,11,for
4,8,4_8,12,thou
4,8,4_8,13,lord
4,8,4_8,1,only
4,8,4_8,2,makest
4,8,4_8,3,me
4,8,4_8,4,dwell
4,8,4_8,5,in
4,8,4_8,6,safety
5,1,5_1,1,give
5,1,5_1,2,ear
5,1,5_1,3,to
5,1,5_1,4,my
5,1,5_1,5,words
5,1,5_1,6,o
5,1,5_1,7,lord
5,1,5_1,8,consider
5,1,5_1,9,my
5,1,5_1,10,meditation
5,2,5_2,1,hearken
5,2,5_2,2,unto
5,2,5_2,3,the
5,2,5_2,4,voice
5,2,5_2,5,of
5,2,5_2,6,my
5,2,5_2,7,cry
5,2,5_2,8,my
5,2,5_2,9,king
5,2,5_2,10,and
5,2,5_2,11,my
5,2,5_2,12,god
5,2,5_2,13,for
5,2,5_2,1,unto
5,2,5_2,2,thee
5,2,5_2,3,will
5,2,5_2,4,i
5,2,5_2,5,pray
5,3,5_3,1,my
5,3,5_3,2,voice
5,3,5_3,3,shalt
5,3,5_3,4,thou
5,3,5_3,5,hear
5,3,5_3,6,in
5,3,5_3,7,the
5,3,5_3,8,morning
5,3,5_3,9,o
5,3,5_3,10,lord
5,3,5_3,11,in
5,3,5_3,12,the
5,3,5_3,1,morning
5,3,5_3,2,will
5,3,5_3,3,i
5,3,5_3,4,direct
5,3,5_3,5,my
5,3,5_3,6,prayer
5,3,5_3,7,unto
5,3,5_3,8,thee
5,3,5_3,9,and
5,3,5_3,10,will
5,3,5_3,11,look
5,3,5_3,12,up
5,4,5_4,1,for
5,4,5_4,2,thou
5,4,5_4,3,art
5,4,5_4,4,not
5,4,5_4,5,a
5,4,5_4,6,god
5,4,5_4,7,that
5,4,5_4,8,hath
5,4,5_4,9,pleasure
5,4,5_4,10,in
5,4,5_4,11,wickedness
5,4,5_4,1,neither
5,4,5_4,2,shall
5,4,5_4,3,evil
5,4,5_4,4,dwell
5,4,5_4,5,with
5,4,5_4,6,thee
5,5,5_5,1,the
5,5,5_5,2,foolish
5,5,5_5,3,shall
5,5,5_5,4,not
5,5,5_5,5,stand
5,5,5_5,6,in
5,5,5_5,7,thy
5,5,5_5,8,sight
5,5,5_5,9,thou
5,5,5_5,10,hatest
5,5,5_5,11,all
5,5,5_5,1,workers
5,5,5_5,2,of
5,5,5_5,3,iniquity
5,6,5_6,1,thou
5,6,5_6,2,shalt
5,6,5_6,3,destroy
5,6,5_6,4,them
5,6,5_6,5,that
5,6,5_6,6,speak
5,6,5_6,7,leasing
5,6,5_6,8,the
5,6,5_6,9,lord
5,6,5_6,10,will
5,6,5_6,1,abhor
5,6,5_6,2,the
5,6,5_6,3,bloody
5,6,5_6,4,and
5,6,5_6,5,deceitful
5,6,5_6,6,man
5,7,5_7,1,but
5,7,5_7,2,as
5,7,5_7,3,for
5,7,5_7,4,me
5,7,5_7,5,i
5,7,5_7,6,will
5,7,5_7,7,come
5,7,5_7,8,into
5,7,5_7,9,thy
5,7,5_7,10,house
5,7,5_7,11,in
5,7,5_7,12,the
5,7,5_7,13,multitude
5,7,5_7,14,of
5,7,5_7,1,thy
5,7,5_7,2,mercy
5,7,5_7,3,and
5,7,5_7,4,in
5,7,5_7,5,thy
5,7,5_7,6,fear
5,7,5_7,7,will
5,7,5_7,8,i
5,7,5_7,9,worship
5,7,5_7,10,toward
5,7,5_7,11,thy
5,7,5_7,12,holy
5,7,5_7,1,temple
5,8,5_8,1,lead
5,8,5_8,2,me
5,8,5_8,3,o
5,8,5_8,4,lord
5,8,5_8,5,in
5,8,5_8,6,thy
5,8,5_8,7,righteousness
5,8,5_8,8,because
5,8,5_8,9,of
5,8,5_8,10,mine
5,8,5_8,11,enemies
5,8,5_8,1,make
5,8,5_8,2,thy
5,8,5_8,3,way
5,8,5_8,4,straight
5,8,5_8,5,before
5,8,5_8,6,my
5,8,5_8,7,face
5,9,5_9,1,for
5,9,5_9,2,there
5,9,5_9,3,is
5,9,5_9,4,no
5,9,5_9,5,faithfulness
5,9,5_9,6,in
5,9,5_9,7,their
5,9,5_9,8,mouth
5,9,5_9,9,their
5,9,5_9,10,inward
5,9,5_9,11,part
5,9,5_9,1,is
5,9,5_9,2,very
5,9,5_9,3,wickedness
5,9,5_9,4,their
5,9,5_9,5,throat
5,9,5_9,6,is
5,9,5_9,7,an
5,9,5_9,8,open
5,9,5_9,9,sepulchre
5,9,5_9,10,they
5,9,5_9,1,flatter
5,9,5_9,2,with
5,9,5_9,3,their
5,9,5_9,4,tongue
5,10,5_10,1,destroy
5,10,5_10,2,thou
5,10,5_10,3,them
5,10,5_10,4,o
5,10,5_10,5,god
5,10,5_10,6,let
5,10,5_10,7,them
5,10,5_10,8,fall
5,10,5_10,9,by
5,10,5_10,10,their
5,10,5_10,11,own
5,10,5_10,12,counsels
5,10,5_10,1,cast
5,10,5_10,2,them
5,10,5_10,3,out
5,10,5_10,4,in
5,10,5_10,5,the
5,10,5_10,6,multitude
5,10,5_10,7,of
5,10,5_10,8,their
5,10,5_10,9,transgressions
5,10,5_10,10,for
5,10,5_10,1,they
5,10,5_10,2,have
5,10,5_10,3,rebelled
5,10,5_10,4,against
5,10,5_10,5,thee
5,11,5_11,1,but
5,11,5_11,2,let
5,11,5_11,3,all
5,11,5_11,4,those
5,11,5_11,5,that
5,11,5_11,6,put
5,11,5_11,7,their
5,11,5_11,8,trust
5,11,5_11,9,in
5,11,5_11,10,thee
5,11,5_11,11,rejoice
5,11,5_11,12,let
5,11,5_11,1,them
5,11,5_11,2,ever
5,11,5_11,3,shout
5,11,5_11,4,for
5,11,5_11,5,joy
5,11,5_11,6,because
5,11,5_11,7,thou
5,11,5_11,8,defendest
5,11,5_11,9,them
5,11,5_11,10,let
5,11,5_11,11,them
5,11,5_11,1,also
5,11,5_11,2,that
5,11,5_11,3,love
5,11,5_11,4,thy
5,11,5_11,5,name
5,11,5_11,6,be
5,11,5_11,7,joyful
5,11,5_11,8,in
5,11,5_11,9,thee
5,12,5_12,1,for
5,12,5_12,2,thou
5,12,5_12,3,lord
5,12,5_12,4,wilt
5,12,5_12,5,bless
5,12,5_12,6,the
5,12,5_12,7,righteous
5,12,5_12,8,with
5,12,5_12,9,favour
5,12,5_12,10,wilt
5,12,5_12,1,thou
5,12,5_12,2,compass
5,12,5_12,3,him
5,12,5_12,4,as
5,12,5_12,5,with
5,12,5_12,6,a
5,12,5_12,7,shield
6,1,6_1,1,o
6,1,6_1,2,lord
6,1,6_1,3,rebuke
6,1,6_1,4,me
6,1,6_1,5,not
6,1,6_1,6,in
6,1,6_1,7,thine
6,1,6_1,8,anger
6,1,6_1,9,neither
6,1,6_1,10,chasten
6,1,6_1,11,me
6,1,6_1,12,in
6,1,6_1,1,thy
6,1,6_1,2,hot
6,1,6_1,3,displeasure
6,2,6_2,1,have
6,2,6_2,2,mercy
6,2,6_2,3,upon
6,2,6_2,4,me
6,2,6_2,5,o
6,2,6_2,6,lord
6,2,6_2,7,for
6,2,6_2,8,i
6,2,6_2,9,am
6,2,6_2,10,weak
6,2,6_2,11,o
6,2,6_2,12,lord
6,2,6_2,13,heal
6,2,6_2,14,me
6,2,6_2,1,for
6,2,6_2,2,my
6,2,6_2,3,bones
6,2,6_2,4,are
6,2,6_2,5,vexed
6,3,6_3,1,my
6,3,6_3,2,soul
6,3,6_3,3,is
6,3,6_3,4,also
6,3,6_3,5,sore
6,3,6_3,6,vexed
6,3,6_3,7,but
6,3,6_3,8,thou
6,3,6_3,9,o
6,3,6_3,10,lord
6,3,6_3,11,how
6,3,6_3,12,long
6,4,6_4,1,return
6,4,6_4,2,o
6,4,6_4,3,lord
6,4,6_4,4,deliver
6,4,6_4,5,my
6,4,6_4,6,soul
6,4,6_4,7,oh
6,4,6_4,8,save
6,4,6_4,9,me
6,4,6_4,10,for
6,4,6_4,11,thy
6,4,6_4,12,mercies
6,4,6_4,1,sake
6,5,6_5,1,for
6,5,6_5,2,in
6,5,6_5,3,death
6,5,6_5,4,there
6,5,6_5,5,is
6,5,6_5,6,no
6,5,6_5,7,remembrance
6,5,6_5,8,of
6,5,6_5,9,thee
6,5,6_5,10,in
6,5,6_5,11,the
6,5,6_5,12,grave
6,5,6_5,13,who
6,5,6_5,1,shall
6,5,6_5,2,give
6,5,6_5,3,thee
6,5,6_5,4,thanks
6,6,6_6,1,i
6,6,6_6,2,am
6,6,6_6,3,weary
6,6,6_6,4,with
6,6,6_6,5,my
6,6,6_6,6,groaning
6,6,6_6,7,all
6,6,6_6,8,the
6,6,6_6,9,night
6,6,6_6,10,make
6,6,6_6,11,i
6,6,6_6,12,my
6,6,6_6,13,bed
6,6,6_6,14,to
6,6,6_6,1,swim
6,6,6_6,2,i
6,6,6_6,3,water
6,6,6_6,4,my
6,6,6_6,5,couch
6,6,6_6,6,with
6,6,6_6,7,my
6,6,6_6,8,tears
6,7,6_7,1,mine
6,7,6_7,2,eye
6,7,6_7,3,is
6,7,6_7,4,consumed
6,7,6_7,5,because
6,7,6_7,6,of
6,7,6_7,7,grief
6,7,6_7,8,it
6,7,6_7,9,waxeth
6,7,6_7,10,old
6,7,6_7,11,because
6,7,6_7,1,of
6,7,6_7,2,all
6,7,6_7,3,mine
6,7,6_7,4,enemies
6,8,6_8,1,depart
6,8,6_8,2,from
6,8,6_8,3,me
6,8,6_8,4,all
6,8,6_8,5,ye
6,8,6_8,6,workers
6,8,6_8,7,of
6,8,6_8,8,iniquity
6,8,6_8,9,for
6,8,6_8,10,the
6,8,6_8,11,lord
6,8,6_8,12,hath
6,8,6_8,1,heard
6,8,6_8,2,the
6,8,6_8,3,voice
6,8,6_8,4,of
6,8,6_8,5,my
6,8,6_8,6,weeping
6,9,6_9,1,the
6,9,6_9,2,lord
6,9,6_9,3,hath
6,9,6_9,4,heard
6,9,6_9,5,my
6,9,6_9,6,supplication
6,9,6_9,7,the
6,9,6_9,8,lord
6,9,6_9,9,will
6,9,6_9,10,receive
6,9,6_9,11,my
6,9,6_9,1,prayer
6,10,6_10,1,let
6,10,6_10,2,all
6,10,6_10,3,mine
6,10,6_10,4,enemies
6,10,6_10,5,be
6,10,6_10,6,ashamed
6,10,6_10,7,and
6,10,6_10,8,sore
6,10,6_10,9,vexed
6,10,6_10,10,let
6,10,6_10,11,them
6,10,6_10,1,return
6,10,6_10,2,and
6,10,6_10,3,be
6,10,6_10,4,ashamed
6,10,6_10,5,suddenly
7,1,7_1,1,o
7,1,7_1,2,lord
7,1,7_1,3,my
7,1,7_1,4,god
7,1,7_1,5,in
7,1,7_1,6,thee
7,1,7_1,7,do
7,1,7_1,8,i
7,1,7_1,9,put
7,1,7_1,10,my
7,1,7_1,11,trust
7,1,7_1,12,save
7,1,7_1,13,me
7,1,7_1,14,from
7,1,7_1,15,all
7,1,7_1,1,them
7,1,7_1,2,that
7,1,7_1,3,persecute
7,1,7_1,4,me
7,1,7_1,5,and
7,1,7_1,6,deliver
7,1,7_1,7,me
7,2,7_2,1,lest
7,2,7_2,2,he
7,2,7_2,3,tear
7,2,7_2,4,my
7,2,7_2,5,soul
7,2,7_2,6,like
7,2,7_2,7,a
7,2,7_2,8,lion
7,2,7_2,9,rending
7,2,7_2,10,it
7,2,7_2,11,in
7,2,7_2,12,pieces
7,2,7_2,13,while
7,2,7_2,1,there
7,2,7_2,2,is
7,2,7_2,3,none
7,2,7_2,4,to
7,2,7_2,5,deliver
7,3,7_3,1,o
7,3,7_3,2,lord
7,3,7_3,3,my
7,3,7_3,4,god
7,3,7_3,5,if
7,3,7_3,6,i
7,3,7_3,7,have
7,3,7_3,8,done
7,3,7_3,9,this
7,3,7_3,10,if
7,3,7_3,11,there
7,3,7_3,12,be
7,3,7_3,13,iniquity
7,3,7_3,14,in
7,3,7_3,15,my
7,3,7_3,1,hands
7,4,7_4,1,if
7,4,7_4,2,i
7,4,7_4,3,have
7,4,7_4,4,rewarded
7,4,7_4,5,evil
7,4,7_4,6,unto
7,4,7_4,7,him
7,4,7_4,8,that
7,4,7_4,9,was
7,4,7_4,10,at
7,4,7_4,11,peace
